Title,Rated,Director,Language,Country,imdbID,BoxOffice,IMDB_Value,RT_Value,MC_Value,Actor_1,Actor_2,Actor_3,Actor_4
Shepard & Dark,Not Rated,Treva Wurmfeld,English,United States,tt2221784,10278.0,67.0,86.0,66.0,Sam Shepard, Johnny Dark, O-Lan Jones,
Teenage Paparazzo,Not Rated,Adrian Grenier,English,United States,tt1232206,,73.0,100.0,,Med Abrous, Alec Baldwin, Nicholas Barber,
50 Children: The Rescue Mission of Mr. and Mrs. Kraus,TV-PG,Steven Pressman,English,United States,tt2131674,,76.0,,,Alan Alda, Mamie Gummer, Liz Perle,
Oblivion,PG-13,Joseph Kosinski,English,United States,tt1483013,89107235.0,70.0,54.0,54.0,Tom Cruise, Morgan Freeman, Andrea Riseborough,
The Fourth State,,Dennis Gansel,English,Germany,tt1709122,,61.0,,,Moritz Bleibtreu, Kasia Smutniak, Max Riemelt,
Kamisama no pazuru,,Takashi Miike,Japanese,Japan,tt1089677,,58.0,,,Hayato Ichihara, Mitsuki Tanimura, Ken'ichi Endô,
Deadly Code,R,Gabriele Salvatores,English,Italy,tt1697064,,63.0,,,Arnas Fedaravicius, Vilius Tumalavicius, Eleanor Tomlinson,
Dark Tide,PG-13,John Stockwell,English,United States,tt1507563,,43.0,0.0,23.0,Halle Berry, Olivier Martinez, Ralph Brown,
Bones Brigade: An Autobiography,PG,Stacy Peralta,English,United States,tt2129928,,81.0,77.0,66.0,Tony Alva, Steve Caballero, Fred Durst,
To the Wonder,R,Terrence Malick,English,United States,tt1595656,587615.0,58.0,48.0,58.0,Ben Affleck, Olga Kurylenko, Javier Bardem,
42,PG-13,Brian Helgeland,English,United States,tt0453562,95059709.0,75.0,81.0,62.0,Chadwick Boseman, T.R. Knight, Harrison Ford,
Happy,Not Rated,Roko Belic,Portuguese,United States,tt1613092,,72.0,,,Marci Shimoff, Ed Diener, Richard Davidson,
Bhutto,Unrated,"Duane Baughman, Johnny O'Hara",English,United States,tt1524095,100202.0,76.0,83.0,68.0,Aseefa Bhutto Zardari, Bakhtawar Bhutto Zardari, Bilawal Bhutto Zardari,
Seeking Asian Female,Not Rated,Debbie Lum,English,United States,tt2320029,,73.0,,,,,,
Love Is All You Need,R,Susanne Bier,English,Denmark,tt1854236,1631709.0,65.0,75.0,60.0,Pierce Brosnan, Trine Dyrholm, Molly Blixt Egelind,
Downeast,Not Rated,"David Redmon, Ashley Sabin",,United States,tt2088754,,76.0,100.0,79.0,,,,
From the Sky Down,,Davis Guggenheim,English,United States,tt2007385,,73.0,,,Bono, The Edge, Adam Clayton,
Wolf Children,PG,Mamoru Hosoda,Japanese,Japan,tt2140203,,81.0,95.0,71.0,Aoi Miyazaki, Takao Osawa, Haru Kuroki,
Mugabe and the White African,Not Rated,"Lucy Bailey, Andrew Thompson",English,United Kingdom,tt1437235,7924.0,77.0,97.0,77.0,,,,
Never Sleep Again: The Elm Street Legacy,Not Rated,"Daniel Farrands, Andrew Kasch",English,USA,tt1510985,,86.0,100.0,,Heather Langenkamp, Stacey Alden, Erika Anderson, Marshall Bell
Disconnect,R,Henry Alex Rubin,English,United States,tt1433811,1436900.0,75.0,70.0,64.0,Jason Bateman, Jonah Bobo, Haley Ramm,
iSteve,TV-14,Ryan Perez,English,United States,tt2782834,,52.0,,,Justin Long, Art Evans, Juzo Yoshida,
All American Orgy,R,Andrew Drazek,English,United States,tt1328909,,36.0,,,Laura Silverman, Adam Busch, Aimee-Lynn Chadwick,
Scary Movie V,PG-13,"Malcolm D. Lee, David Zucker",English,United States,tt0795461,32015787.0,35.0,4.0,11.0,Simon Rex, Ashley Tisdale, Charlie Sheen,
Skavabölen pojat,,Zaida Bergroth,Finnish,Finland,tt1208728,,66.0,,,Ilmari Järvenpää, Onni Tommila, Lauri Tilkanen,
Like Someone in Love,Not Rated,"Abbas Kiarostami, Banafsheh-Shay Modaressi",Japanese,Japan,tt1843287,239056.0,70.0,83.0,76.0,Rin Takanashi, Tadashi Okuno, Ryô Kase,
Before Your Eyes,Not Rated,Miraz Bezar,Kurdish,Germany,tt1410272,,74.0,,,Senay Orak, Muhammed Al, Hakan Karsak,
To the Arctic 3D,G,Greg MacGillivray,English,United States,tt2073128,14560838.0,66.0,64.0,48.0,Meryl Streep, Leanne Allison, Karsten Heuer,
Pain & Gain,R,Michael Bay,English,United States,tt1980209,49875291.0,64.0,50.0,45.0,Mark Wahlberg, Dwayne Johnson, Anthony Mackie,
The Holding,,Susan Jacobson,English,United Kingdom,tt1582621,,47.0,,,David Bradley, Kierston Wareing, Vincent Regan,
Breaking Wind,R,Craig Moss,English,United States,tt1651323,,23.0,,,Heather Ann Davis, Eric Callero, Frank Pacheco,
A Band Called Death,Not Rated,"Mark Christopher Covino, Jeff Howlett",English,United States,tt2064713,127257.0,75.0,94.0,77.0,Bobby Hackney, David Hackney, Dannis Hackney,
Home Run,PG-13,David Boyd,English,United States,tt2051894,2861020.0,59.0,50.0,,Scott Elrod, Dorian Brown Pham, Charles Henry Wyson,
Resolution,Not Rated,"Justin Benson, Aaron Moorhead",English,,tt1977895,,63.0,80.0,80.0,Peter Cilella, Vinny Curran, Emily Montague,
Grabbers,Not Rated,Jon Wright,English,Ireland,tt1525366,,63.0,70.0,62.0,Killian Coyle, Stuart Graham, Michael Hough,
Erased,R,Philipp Stölzl,English,United States,tt1645155,,60.0,29.0,34.0,Aaron Eckhart, Nick Alachiotis, Liana Liberato,
All She Can,Not Rated,Amy Wendel,English,United States,tt1629762,,54.0,,50.0,Corina Calderon, Jeremy Ray Valdez, Joseph Julian Soria,
The Grandmaster,PG-13,Kar-Wai Wong,Mandarin,Hong Kong,tt1462900,6594959.0,65.0,78.0,73.0,Tony Chiu-Wai Leung, Ziyi Zhang, Jin Zhang,
One-Eyed Monster,R,Adam Fields,English,United States,tt0988043,,41.0,,,Amber Benson, Jason Graham, Charles Napier,
Yesterday Was a Lie,PG,James Kerwin,English,United States,tt0448182,,51.0,83.0,,Kipleigh Brown, Chase Masterson, John Newton,
This Is the End,R,"Evan Goldberg, Seth Rogen",English,United States,tt1245492,101470202.0,66.0,83.0,67.0,James Franco, Jonah Hill, Seth Rogen,
Iron Man 3,PG-13,Shane Black,English,United States,tt1300854,409013994.0,71.0,79.0,62.0,Robert Downey Jr., Guy Pearce, Gwyneth Paltrow,
Revolution,PG,Rob Stewart,English,Canada,tt2350608,,75.0,67.0,53.0,Nnimmo Bassey, Krystyna Bednarska, Adrienne Maree Brown,
Sadda Haq,,Mandeep Benipal,Punjabi,India,tt2232428,,74.0,,,Sunny Gill Ambersariya, Gurpreet Bhangu, Talwinder Bhullar,
Middle of Nowhere,R,John Stockwell,English,United States,tt1032817,,64.0,,,Eva Amurri, Anton Yelchin, Willa Holland,
The Numbers Station,R,Kasper Barfoed,English,United Kingdom,tt1659338,,56.0,30.0,39.0,John Cusack, Malin Akerman, Liam Cunningham,
Late Autumn,PG-13,Tae-yong Kim,English,South Korea,tt1542482,,67.0,,,Tang Wei, Hyun Bin, James C. Burns,
Day of the Falcon,R,Jean-Jacques Annaud,English,France,tt1701210,,66.0,11.0,32.0,Tahar Rahim, Antonio Banderas, Mark Strong,
1968 Tunnel Rats,R,Uwe Boll,English,Canada,tt0970462,,47.0,,,Michael Paré, Wilson Bethel, Mitch Eakins,
Mud,PG-13,Jeff Nichols,English,United States,tt1935179,21590086.0,74.0,97.0,76.0,Matthew McConaughey, Tye Sheridan, Jacob Lofland,
Manhunt: The Inside Story of the Hunt for Bin Laden,TV-14,Greg Barker,English,,tt2475544,,68.0,57.0,,Nada Bakos, Peter Bergen, Philip Mudd,
Small Apartments,R,Jonas Åkerlund,English,United States,tt1272886,,61.0,30.0,,Matt Lucas, Peter Stormare, James Caan,
Ju-on: White Ghost,Not Rated,Ryûta Miyake,Japanese,Japan,tt1422675,,59.0,,,Hiroki Suzuki, Ichirôta Miyakawa, Natsuki Kasa,
The Afflicted,Not Rated,Jason Stoddard,English,United States,tt1566637,212940.0,45.0,,,Leslie Easterbrook, Kane Hodder, J.D. Hart,
Family Weekend,R,Benjamin Epps,English,United States,tt1821426,,62.0,36.0,35.0,Kristin Chenoweth, Matthew Modine, Olesya Rulin,
The Scapegoat,Not Rated,Charles Sturridge,English,United Kingdom,tt2084977,,72.0,,,Matthew Rhys, Eileen Atkins, Anton Lesser,
8:46,Not Rated,Jennifer Kirabo,English,United States,tt2048688,,59.0,,,Shelly Shenoy, Mike DiGiacinto, Lizzy Plimpton,
About Cherry,R,Stephen Elliott,English,United States,tt1945062,3003.0,48.0,14.0,33.0,Ashley Hinshaw, James Franco, Heather Graham,
Sushi Girl,R,Kern Saxton,English,United States,tt1606339,,60.0,50.0,,Neal Fischer, Cortney Palm, Tony Todd,
Syrup,R,Aram Rappaport,English,United States,tt0762138,663.0,56.0,25.0,,Amber Heard, Shiloh Fernandez, Kellan Lutz,
The Woman in the Fifth,R,Pawel Pawlikowski,English,France,tt1605777,113800.0,53.0,59.0,57.0,Ethan Hawke, Kristin Scott Thomas, Joanna Kulig,
The Great Gatsby,PG-13,Baz Luhrmann,English,Australia,tt1343092,144857996.0,72.0,48.0,55.0,Leonardo DiCaprio, Carey Mulligan, Joel Edgerton,
Hurt,R,Barbara Stepansky,English,United States,tt1046936,,51.0,,,Melora Walters, William Mapother, Johanna Braddy,
Lesson Plan,Not Rated,"David Jeffery, Philip Carr Neel",English,United States,tt1740801,,72.0,,,Ron Jones, Philip Zimbardo, Scott Thomson,
An Affair of the Heart,Not Rated,Sylvia Caminer,English,United States,tt1637612,,69.0,78.0,57.0,Linda Blair, Corey Feldman, Rick Springfield,
Star Trek Into Darkness,PG-13,J.J. Abrams,English,United States,tt1408101,228778661.0,77.0,84.0,72.0,Chris Pine, Zachary Quinto, Zoe Saldana,
The Last Chance: Diary of Comedians,,Teruyoshi Uchimura,Japanese,Japan,tt2400975,,69.0,,,Atsushi Itô, Keisuke Koide, Masami Nagasawa,
Wish You Were Here,R,Kieran Darcy-Smith,English,Australia,tt1684925,46347.0,59.0,72.0,60.0,Joel Edgerton, Teresa Palmer, Felicity Price,
The Internship,PG-13,Shawn Levy,English,United States,tt2234155,44672764.0,63.0,35.0,42.0,Vince Vaughn, Owen Wilson, Rose Byrne,
Mutluluk,,Abdullah Oguz,Turkish,Turkey,tt0978649,40349.0,75.0,64.0,71.0,Talat Bulut, Özgü Namal, Murat Han,
Spine Tingler! The William Castle Story,Not Rated,Jeffrey Schwarz,English,United States,tt0795473,,75.0,100.0,,Forrest J. Ackerman, John Badham, Diane Baker,
The Flaying,,Nicolás Amelio-Ortiz,Spanish,Argentina,tt2242712,,47.0,,,Olivia Tykocki, Juan Sebastian Alvarez Windey, Celeste Subatin,
Deep in the Valley,R,Christian Forte,English,United States,tt1078885,,44.0,,,Chris Pratt, Brendan Hines, Scott Caan,
To Be King,,Ben Sombogaart,Dutch,Netherlands,tt1414404,,61.0,,,Abbey Hoes, Peter Post, Camilla Diana,
Kiss of the Damned,R,Xan Cassavetes,English,United States,tt1959438,14752.0,55.0,64.0,48.0,Joséphine de La Baume, Roxane Mesquida, Milo Ventimiglia,
Stories We Tell,PG-13,Sarah Polley,English,Canada,tt2366450,1600145.0,75.0,94.0,91.0,Michael Polley, John Buchan, Mark Polley,
180° South,PG,Chris Malloy,English,United States,tt1407927,31745.0,75.0,80.0,,Yvon Chouinard, Doug Tompkins, Keith Malloy,
The Jeffrey Dahmer Files,Not Rated,Chris James Thompson,English,United States,tt1779076,,63.0,65.0,61.0,Andrew Swant, Pamela Bass, Jeffrey Jentzen,
Drowsiness,,Magdalena Piekorz,Polish,Poland,tt1269706,,70.0,,,Malgorzata Kozuchowska, Michal Zebrowski, Rafal Mackowiak,
Company of Heroes,R,Don Michael Paul,English,USA,tt2555426,,51.0,,,Tom Sizemore, Chad Michael Collins, Vinnie Jones, Dimitri Diatchenko
The Dead Man and Being Happy,,Javier Rebollo,Spanish,Spain,tt1890391,,54.0,,,José Sacristán, Roxana Blanco, Valeria Alonso,
Players,Not Rated,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",Hindi,India,tt1784589,,42.0,,,Vinod Khanna, Abhishek Bachchan, Bobby Deol,
Livid,Not Rated,"Alexandre Bustillo, Julien Maury",French,France,tt1727516,,57.0,89.0,,Chloé Coulloud, Félix Moati, Jérémy Kapone,
Only God Forgives,R,Nicolas Winding Refn,English,Denmark,tt1602613,779188.0,57.0,41.0,37.0,Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm,
The Hangover Part III,R,Todd Phillips,English,United States,tt1951261,112200072.0,58.0,20.0,30.0,Bradley Cooper, Zach Galifianakis, Ed Helms,
Garbo: The Spy,Not Rated,Edmon Roch,English,Spain,tt1344315,28563.0,72.0,86.0,67.0,Rupert Allason, José Antonio Escoriza, Aline Griffith,
Fast & Furious 6,PG-13,Justin Lin,English,United States,tt1905041,238679850.0,70.0,70.0,61.0,Vin Diesel, Paul Walker, Dwayne Johnson,
Epic,PG,Chris Wedge,English,United States,tt0848537,107518682.0,66.0,64.0,52.0,Amanda Seyfried, Josh Hutcherson, Beyoncé,
The Past,PG-13,Asghar Farhadi,French,France,tt2404461,1331747.0,77.0,92.0,85.0,Bérénice Bejo, Tahar Rahim, Ali Mosaffa,
Down Terrace,R,Ben Wheatley,English,United Kingdom,tt1489167,9812.0,64.0,86.0,68.0,Robin Hill, Robert Hill, Julia Deakin,
After School Midnighters,TV-PG,Hitoshi Takekiyo,Japanese,Japan,tt2332523,,61.0,,,Chafûrin, Hozumi Gôda, Mariya Ise,
Life Back Then,,Takahisa Zeze,Japanese,Japan,tt1848784,,61.0,,,Masaki Okada, Nana Eikura, Rei Dan,
The Devil's Carnival,Not Rated,Darren Lynn Bousman,English,United States,tt2204379,,60.0,,,Sean Patrick Flanery, Briana Evigan, Jessica Lowndes,
Frances Ha,R,Noah Baumbach,English,United States,tt2347569,4069826.0,74.0,93.0,82.0,Greta Gerwig, Mickey Sumner, Adam Driver,
Ein Tick anders,,Andi Rogenhagen,German,Germany,tt1605735,,67.0,,,Jasna Fritzi Bauer, Victoria Trauttmansdorff, Waldemar Kobus,
Cell Count,Not Rated,Todd E. Freeman,English,United States,tt1789724,,37.0,,,Robert McKeehen, Haley Talbot, Christopher Toyne,
Behind the Candelabra,TV-MA,Steven Soderbergh,English,United States,tt1291580,,70.0,94.0,,Michael Douglas, Matt Damon, Scott Bakula,
The Parade,Not Rated,Srdjan Dragojevic,Croatian,Serbia,tt1784575,,73.0,,,Nikola Kojo, Milos Samolov, Hristina Popovic,
L.A. Zombie,Not Rated,Bruce La Bruce,English,United States,tt1594921,,36.0,,,François Sagat, Rocco Giovanni, Wolf Hudson,
Aftershock,R,Nicolás López,Spanish,United States,tt1780762,58510.0,48.0,39.0,39.0,Eli Roth, Ariel Levy, Nicolás Martínez,
3096 Tage,,Sherry Hormann,English,Germany,tt1667355,,65.0,,,Antonia Campbell-Hughes, Thure Lindhardt, Amelia Pidgeon,
Hilton!,,Virpi Suutari,Finnish,Finland,tt2261629,,64.0,,,Janne, Toni, Mira,
The Human Scale,,Andreas Dalsgaard,English,Denmark,tt2414454,6878.0,72.0,64.0,50.0,Jan Gehl, Rob Adams, Robert Doyle,
Little Girl,Not Rated,"Tizza Covi, Rainer Frimmel",Italian,Italy,tt1426371,1350.0,71.0,80.0,62.0,Patrizia Gerardi, Tairo Caroli, Walter Saabel,
Last Days Here,Not Rated,"Don Argott, Demian Fenton",English,United States,tt1723126,7643.0,75.0,86.0,71.0,Bobby Liebling, Sean Pelletier, Diane Liebling,
After Earth,PG-13,M. Night Shyamalan,English,United States,tt1815862,60522097.0,48.0,12.0,33.0,Jaden Smith, David Denman, Will Smith,
Fairhaven,Not Rated,Tom O'Brien,English,United States,tt1341718,,51.0,47.0,54.0,Chris Messina, Rich Sommer, Tom O'Brien,
Now You See Me,PG-13,Louis Leterrier,English,United States,tt1670345,117723989.0,72.0,50.0,50.0,Jesse Eisenberg, Common, Mark Ruffalo,
Lovelace,R,"Rob Epstein, Jeffrey Friedman",English,United States,tt1426329,356582.0,62.0,53.0,51.0,Amanda Seyfried, Peter Sarsgaard, Sharon Stone,
A Dangerous Place,PG-13,Gregory J. Corrado,English,USA,tt1155588,,29.0,,,Kristen Dalton, Sal Rendino, Kevin Interdonato, Nicole Haddad
War Made Easy: How Presidents & Pundits Keep Spinning Us to Death,Not Rated,"Loretta Alper, Jeremy Earp",English,United States,tt1015246,,79.0,88.0,57.0,Spiro Agnew, Christiane Amanpour, Peter Arnett,
Special Forces,R,Stéphane Rybojad,French,France,tt1656192,10759.0,63.0,15.0,37.0,Diane Kruger, Djimon Hounsou, Benoît Magimel,
All In: The Poker Movie,Not Rated,Douglas Tirola,English,United States,tt1446673,,66.0,45.0,47.0,Karen Abbott, Peter Alson, Nick Brancato,
Nice Guy Johnny,Not Rated,Edward Burns,English,United States,tt1619037,,62.0,,,Max Baker, Kerry Bishé, Edward Burns,
Take Me Home,PG-13,Sam Jaeger,English,United States,tt1261954,15760.0,68.0,,,Sam Jaeger, Amber Jaeger, Victor Garber,
"East, West, East: The Final Sprint",,Gjergj Xhuvani,Albanian,Albania,tt1426360,,74.0,,,Ndriçim Xhepa, Helidon Fino, Gentiano Hazizi,
Somebody Up There Likes Me,Not Rated,Bob Byington,English,United States,tt2014346,89435.0,58.0,68.0,58.0,Nick Offerman, Keith Poulson, Jess Weixler,
Berberian Sound Studio,Not Rated,Peter Strickland,English,United Kingdom,tt1833844,38493.0,62.0,86.0,80.0,Toby Jones, Antonio Mancino, Guido Adorni,
The Way Way Back,PG-13,"Nat Faxon, Jim Rash",English,United States,tt1727388,21506546.0,74.0,84.0,68.0,Steve Carell, Toni Collette, Allison Janney,
Foxfire: Confessions of a Girl Gang,Not Rated,Laurent Cantet,English,France,tt1772270,,61.0,68.0,,Raven Adamson, Katie Coseni, Madeleine Bisson,
Vasermil,Not Rated,Mushon Salmona,Hebrew,Israel,tt1124001,,67.0,,,Avinoam Blumenkrantz, Benni Adega, Edna Fanta,
Come Out and Play,R,Makinov,English,Mexico,tt2341664,2638.0,47.0,50.0,44.0,Ebon Moss-Bachrach, Vinessa Shaw, Daniel Giménez Cacho,
The Body,,Oriol Paulo,Spanish,Spain,tt1937149,,76.0,,,Jose Coronado, Hugo Silva, Belén Rueda,
Much Ado About Nothing,PG-13,Joss Whedon,English,United States,tt2094064,4328849.0,71.0,87.0,78.0,Alexis Denisof, Amy Acker, Fran Kranz,
Any Day Now,R,Travis Fine,English,United States,tt2066176,201395.0,74.0,79.0,60.0,Alan Cumming, Garret Dillahunt, Isaac Leyva,
No et moi,,Zabou Breitman,French,France,tt1600428,,66.0,,,Julie-Marie Parmentier, Nina Rodriguez, Antonin Chalon,
Man of Steel,PG-13,Zack Snyder,English,United States,tt0770828,291045518.0,71.0,56.0,55.0,Henry Cavill, Amy Adams, Michael Shannon,
The Kings of Summer,R,Jordan Vogt-Roberts,English,United States,tt2179116,1315590.0,71.0,76.0,61.0,Nick Robinson, Gabriel Basso, Moises Arias,
Pyaar Ka Punchnama,Not Rated,Luv Ranjan,Hindi,India,tt1926313,,76.0,,,Kartik Aaryan, Ashish Chhipa, Raayo S. Bakhirta,
London Paris New York,PG-13,Anu Menon,Hindi,India,tt2064849,,56.0,50.0,,Ali Zafar, Aditi Rao Hydari, Candice Pereira,
The Big Wedding,R,Justin Zackham,English,United States,tt1931435,21819348.0,56.0,7.0,28.0,Robert De Niro, Diane Keaton, Katherine Heigl,
Still Mine,PG-13,Michael McGowan,English,Canada,tt2073086,1159336.0,74.0,92.0,72.0,James Cromwell, Ronan Rees, Geneviève Bujold,
Hannah Arendt,Not Rated,Margarethe von Trotta,German,Germany,tt1674773,717205.0,71.0,88.0,69.0,Barbara Sukowa, Axel Milberg, Janet McTeer,
Bakhita,,Giacomo Campiotti,Italian,Italy,tt1407939,,74.0,,,Teresa Acerbis, Ettore Bassi, Federica Bau,
The Purge,R,James DeMonaco,English,United States,tt2184339,64473115.0,57.0,40.0,41.0,Ethan Hawke, Lena Headey, Max Burkholder,
The Reluctant Fundamentalist,R,Mira Nair,English,United States,tt2032557,552959.0,68.0,57.0,54.0,Riz Ahmed, Liev Schreiber, Kiefer Sutherland,
Rapture-Palooza,R,Paul Middleditch,English,United States,tt1879032,,52.0,24.0,44.0,Craig Robinson, Anna Kendrick, John Francis Daley,
100 Years of Evil,Not Rated,"Erik Eger, Magnus Oliv",English,Sweden,tt1763270,,47.0,,,Jon Rekdal, Jordi Almeida, Alexander Bareis,
Speed: In Search of Lost Time,TV-G,Florian Opitz,German,Germany,tt2147484,,68.0,,,Hartmut Rosa, Karlheinz Geißler, Scott Kennedy,
Après lui,Unrated,Gaël Morel,French,France,tt0922354,,59.0,83.0,,Catherine Deneuve, Thomas Dumerchez, Guy Marchand,
Tetsuo: The Bullet Man,Not Rated,Shin'ya Tsukamoto,English,Japan,tt1176416,,54.0,,,Eric Bossick, Akiko Monô, Yûko Nakamura,
20 Feet from Stardom,PG-13,Morgan Neville,English,United States,tt2396566,4946445.0,74.0,99.0,83.0,Darlene Love, Merry Clayton, Lisa Fischer,
Bad Blood: A Cautionary Tale,TV-PG,Marilyn Ness,English,United States,tt1773294,,82.0,,,,,,
Beverly Hills Chihuahua 3: Viva La Fiesta!,G,Lev L. Spiro,English,USA,tt2224075,,44.0,,,Marcus Coloma, Erin Cahill, Cedric Yarbrough, Frances Fisher
AM1200,,David Prior,English,United States,tt1295053,,69.0,,,Eric Lange, John Billingsley, Ray Wise,
Looking for Palladin,R,Andrzej Krakowski,English,United States,tt0882113,11268.0,53.0,22.0,34.0,Ben Gazzara, David Moscow, Talia Shire,
The Bling Ring,R,Sofia Coppola,English,United States,tt2132285,5845732.0,56.0,60.0,66.0,Katie Chang, Israel Broussard, Emma Watson,
El asaltante,Not Rated,Pablo Fendrik,Spanish,Argentina,tt1006823,,66.0,,,Arturo Goetz, Julia Zapelli Gugliotta, José Goñi,
Monsters University,G,Dan Scanlon,English,United States,tt1453405,268492764.0,72.0,80.0,65.0,Billy Crystal, John Goodman, Steve Buscemi,
6 Month Rule,R,Blayne Weaver,English,United States,tt0865561,14057.0,48.0,22.0,31.0,Blayne Weaver, Martin Starr, Natalie Morales,
The Break Up Man,R,"Matthias Schweighöfer, Torsten Künstler",German,Germany,tt1978524,,55.0,,,Sascha Alexander, Ariane Pochon, Martin Neuhaus,
Oblivion Island: Haruka and the Magic Mirror,TV-G,Shinsuke Sato,Japanese,Japan,tt1468322,,68.0,,,Christine Marie Cabanos, Patrick Seitz, Julie Maddalena,
Eden,R,Megan Griffiths,English,United States,tt1734433,,66.0,85.0,63.0,Jamie Chung, Beau Bridges, Matt O'Leary,
Días de gracia,,Everardo Gout,Spanish,Mexico,tt1450320,4308.0,66.0,65.0,58.0,Carlos Bardem, Kristyan Ferrer, Tenoch Huerta,
A Place at the Table,PG,"Kristi Jacobson, Lori Silverbush",English,United States,tt1736049,231378.0,69.0,90.0,68.0,Jeff Bridges, Tom Colicchio, Ken Cook,
Fullmetal Alchemist: The Sacred Star of Milos,TV-PG,Kazuya Murata,Japanese,Japan,tt1776196,177802.0,69.0,83.0,54.0,Vic Mignogna, Maxey Whitehead, Alexis Tipton,
Maniac,Not Rated,Franck Khalfoun,English,France,tt2103217,31081.0,61.0,53.0,47.0,Elijah Wood, Nora Arnezeder, America Olivo,
Not Suitable for Children,R,Peter Templeman,English,Australia,tt1935065,,58.0,88.0,,Ryan Kwanten, Sarah Snook, Ryan Corr,
Pacific Rim,PG-13,Guillermo del Toro,English,United States,tt1663662,101802906.0,69.0,72.0,65.0,Idris Elba, Charlie Hunnam, Rinko Kikuchi,
Sassy Pants,R,Coley Sohn,English,United States,tt1822302,,61.0,50.0,51.0,Anna Gunn, Ashley Rickards, Martin Spanjers,
World War Z,PG-13,Marc Forster,English,United States,tt0816711,202807711.0,70.0,66.0,63.0,Brad Pitt, Mireille Enos, Daniella Kertesz,
