Title,Rated,Director,Language,Country,imdbID,BoxOffice,IMDB_Value,RT_Value,MC_Value,Actor_1,Actor_2,Actor_3,Actor_4
"Crouching Tiger, Hidden Dragon",PG-13,Ang Lee,Mandarin,Taiwan,tt0190332,128078872.0,79.0,97.0,94.0,Chow Yun-Fat, Michelle Yeoh, Ziyi Zhang,
Dungeons & Dragons,PG-13,Courtney Solomon,English,United States,tt0190374,15391970.0,36.0,10.0,14.0,Justin Whalin, Jeremy Irons, Zoe McLellan,
Proof of Life,R,Taylor Hackford,English,United States,tt0228750,32598931.0,63.0,39.0,45.0,Meg Ryan, Russell Crowe, David Morse,
Vertical Limit,PG-13,Martin Campbell,English,United States,tt0190865,69243859.0,59.0,48.0,48.0,Scott Glenn, Chris O'Donnell, Bill Paxton,
The Bounty,PG,Roger Donaldson,English,United Kingdom,tt0086993,8613462.0,70.0,74.0,62.0,Mel Gibson, Anthony Hopkins, Laurence Olivier,
"Planes, Trains & Automobiles",R,John Hughes,English,United States,tt0093748,49530280.0,76.0,92.0,72.0,Steve Martin, John Candy, Laila Robins,
She's Having a Baby,PG-13,John Hughes,English,United States,tt0096094,16031707.0,59.0,41.0,41.0,Kevin Bacon, Elizabeth McGovern, Alec Baldwin,
The Living Daylights,PG,John Glen,English,United Kingdom,tt0093428,51185897.0,67.0,73.0,59.0,Timothy Dalton, Maryam d'Abo, Jeroen Krabbé,
The Transformers: The Movie,PG,Nelson Shin,English,United States,tt0092106,5849647.0,72.0,62.0,43.0,Orson Welles, Robert Stack, Leonard Nimoy,
Wall Street,R,Oliver Stone,English,United States,tt0094291,43848069.0,73.0,79.0,56.0,Charlie Sheen, Michael Douglas, Tamara Tunie,
Born on the Fourth of July,R,Oliver Stone,English,United States,tt0096969,70001698.0,72.0,84.0,75.0,Tom Cruise, Bryan Larkin, Raymond J. Barry,
Talk Radio,R,Oliver Stone,English,United States,tt0096219,3468572.0,72.0,82.0,66.0,Eric Bogosian, Ellen Greene, Leslie Hope,
Brewster's Millions,PG,Walter Hill,English,United States,tt0088850,40833132.0,65.0,35.0,37.0,Richard Pryor, John Candy, Lonette McKee,
Snatch,R,Guy Ritchie,English,United Kingdom,tt0208092,30328156.0,82.0,74.0,55.0,Jason Statham, Brad Pitt, Stephen Graham,
Punchline,R,David Seltzer,English,United States,tt0095927,21042667.0,59.0,60.0,52.0,Sally Field, Tom Hanks, John Goodman,
Chocolat,PG-13,Lasse Hallström,English,United Kingdom,tt0241303,71509363.0,73.0,63.0,64.0,Juliette Binoche, Johnny Depp, Judi Dench,
"Dude, Where's My Car?",PG-13,Danny Leiner,English,United States,tt0242423,46729800.0,55.0,17.0,30.0,Ashton Kutcher, Seann William Scott, Jennifer Garner,
The Emperor's New Groove,G,Mark Dindal,English,United States,tt0120917,89636687.0,74.0,86.0,70.0,David Spade, John Goodman, Eartha Kitt,
Pollock,R,Ed Harris,English,,tt0183659,,70.0,80.0,77.0,Ed Harris, Marcia Gay Harden, Robert Knott,
What Women Want,PG-13,Nancy Meyers,English,United States,tt0207201,182811707.0,64.0,54.0,47.0,Mel Gibson, Helen Hunt, Marisa Tomei,
Finding Forrester,PG-13,Gus Van Sant,English,United States,tt0181536,51804714.0,73.0,74.0,62.0,Sean Connery, Rob Brown, F. Murray Abraham,
The Gift,R,Sam Raimi,English,United States,tt0219699,12008642.0,67.0,57.0,62.0,Cate Blanchett, Katie Holmes, Keanu Reeves,
Before Night Falls,R,Julian Schnabel,English,United States,tt0247196,4242892.0,72.0,74.0,85.0,Javier Bardem, Johnny Depp, Olatz López Garmendia,
Cast Away,PG-13,Robert Zemeckis,English,United States,tt0162222,233632142.0,78.0,89.0,73.0,Tom Hanks, Helen Hunt, Paul Sanchez,
The Family Man,PG-13,Brett Ratner,English,United States,tt0218967,75793305.0,68.0,53.0,42.0,Nicolas Cage, Téa Leoni, Don Cheadle,
The House of Mirth,PG,Terence Davies,English,United Kingdom,tt0200720,3043284.0,70.0,82.0,78.0,Gillian Anderson, Dan Aykroyd, Eleanor Bron,
Miss Congeniality,PG-13,Donald Petrie,English,United States,tt0212346,106807667.0,63.0,41.0,43.0,Sandra Bullock, Michael Caine, Benjamin Bratt,
"O Brother, Where Art Thou?",PG-13,"Joel Coen, Ethan Coen",English,United Kingdom,tt0190590,45512588.0,77.0,79.0,69.0,George Clooney, John Turturro, Tim Blake Nelson,
State and Main,R,David Mamet,English,France,tt0120202,6944471.0,67.0,85.0,75.0,Philip Seymour Hoffman, William H. Macy, Rebecca Pidgeon,
Dracula 2000,R,Patrick Lussier,English,United States,tt0219653,33022767.0,49.0,,26.0,Gerard Butler, Justine Waddell, Jonny Lee Miller,
All the Pretty Horses,PG-13,Billy Bob Thornton,English,United States,tt0149624,15540353.0,58.0,32.0,55.0,Matt Damon, Penélope Cruz, Henry Thomas,
An Everlasting Piece,R,Barry Levinson,English,United States,tt0218182,75228.0,62.0,48.0,56.0,Barry McEvoy, Brían F. O'Byrne, Anna Friel,
Thirteen Days,PG-13,Roger Donaldson,English,United States,tt0146309,34592089.0,73.0,83.0,67.0,Kevin Costner, Bruce Greenwood, Shawn Driscoll,
Traffic,R,Steven Soderbergh,English,United States,tt0181865,124115725.0,76.0,92.0,86.0,Michael Douglas, Benicio Del Toro, Catherine Zeta-Jones,
The Claim,R,Michael Winterbottom,English,United Kingdom,tt0218378,669258.0,63.0,62.0,62.0,Wes Bentley, Peter Mullan, Ron Anderson,
Shadow of the Vampire,R,E. Elias Merhige,English,United Kingdom,tt0189998,8293784.0,69.0,81.0,71.0,John Malkovich, Willem Dafoe, Udo Kier,
House of Games,R,David Mamet,English,United States,tt0093223,2585639.0,72.0,97.0,78.0,Lindsay Crouse, Joe Mantegna, Mike Nussbaum,
Annie,PG,John Huston,English,United States,tt0083564,57059003.0,66.0,49.0,39.0,Aileen Quinn, Albert Finney, Carol Burnett,
Don't Tell Mom the Babysitter's Dead,PG-13,Stephen Herek,English,United States,tt0101757,25196249.0,63.0,,35.0,Christina Applegate, Joanna Cassidy, John Getz,
An Officer and a Gentleman,R,Taylor Hackford,English,United States,tt0084434,129795554.0,70.0,78.0,75.0,Richard Gere, Debra Winger, David Keith,
The Alamo,Passed,John Wayne,English,United States,tt0053580,,68.0,52.0,,John Wayne, Richard Widmark, Laurence Harvey,
At Close Range,R,James Foley,English,United States,tt0090670,2347000.0,69.0,86.0,67.0,Sean Penn, Christopher Walken, Mary Stuart Masterson,
Friendly Persuasion,Passed,William Wyler,English,United States,tt0049233,,73.0,89.0,,Gary Cooper, Dorothy McGuire, Anthony Perkins,
Gettysburg,PG,Ron Maxwell,English,United States,tt0107007,10769960.0,76.0,77.0,,Tom Berenger, Martin Sheen, Stephen Lang,
Antitrust,PG-13,Peter Howitt,English,United States,tt0218817,11328094.0,61.0,24.0,31.0,Ryan Phillippe, Tim Robbins, Rachael Leigh Cook,
Double Take,PG-13,George Gallo,English,United States,tt0238948,29831583.0,54.0,12.0,25.0,Orlando Jones, Eddie Griffin, Gary Grubbs,
Save the Last Dance,PG-13,Thomas Carter,English,United States,tt0206275,91057006.0,61.0,,53.0,Julia Stiles, Sean Patrick Thomas, Kerry Washington,
Panic,R,Henry Bromell,English,United States,tt0194218,779137.0,67.0,91.0,77.0,William H. Macy, Neve Campbell, John Ritter,
The Pledge,R,Sean Penn,English,United States,tt0237572,19733089.0,68.0,78.0,71.0,Jack Nicholson, Benicio Del Toro, Patricia Clarkson,
The Man in the Moon,PG-13,Robert Mulligan,English,United States,tt0102388,2853801.0,73.0,90.0,73.0,Sam Waterston, Tess Harper, Gail Strickland,
Mystic Pizza,R,Donald Petrie,English,United States,tt0095690,12793213.0,63.0,78.0,60.0,Annabeth Gish, Julia Roberts, Lili Taylor,
Prelude to a Kiss,PG-13,Norman René,English,United States,tt0105165,20006730.0,56.0,63.0,,Meg Ryan, Alec Baldwin, Kathy Bates,
Coffy,R,Jack Hill,English,United States,tt0069897,,68.0,78.0,60.0,Pam Grier, Booker Bradshaw, Robert DoQui,
Foxy Brown,R,Jack Hill,English,United States,tt0071517,,65.0,62.0,46.0,Pam Grier, Antonio Fargas, Peter Brown,
I'm Gonna Git You Sucka,R,Keenen Ivory Wayans,English,United States,tt0095348,13030057.0,66.0,62.0,48.0,Keenen Ivory Wayans, Bernie Casey, Antonio Fargas,
Untamed Heart,PG-13,Tony Bill,English,United States,tt0108451,18898806.0,68.0,56.0,59.0,Christian Slater, Marisa Tomei, Rosie Perez,
Sugar & Spice,PG-13,Francine McDougall,English,United States,tt0186589,13305101.0,57.0,28.0,48.0,Marla Sokoloff, Marley Shelton, Melissa George,
The Wedding Planner,PG-13,Adam Shankman,English,Germany,tt0209475,60400856.0,53.0,,33.0,Jennifer Lopez, Matthew McConaughey, Bridgette Wilson-Sampras,
The Legend of Rita,,Volker Schlöndorff,German,Germany,tt0234805,671565.0,69.0,79.0,,Bibiana Beglau, Richard Kropf, Martin Wuttke,
With a Friend Like Harry...,R,Dominik Moll,French,France,tt0216800,3830441.0,71.0,96.0,75.0,Laurent Lucas, Sergi López, Mathilde Seigner,
Amazing Grace and Chuck,PG,Mike Newell,English,United States,tt0092545,,58.0,38.0,,Jamie Lee Curtis, Gregory Peck, Dean Alexander,
Amazon Women on the Moon,R,"Joe Dante, Carl Gottlieb, Peter Horton",English,United States,tt0092546,548696.0,62.0,65.0,42.0,Rosanna Arquette, Michelle Pfeiffer, Arsenio Hall,
Baby Boom,PG,Charles Shyer,English,United States,tt0092605,26712476.0,62.0,70.0,53.0,Diane Keaton, Sam Shepard, Harold Ramis,
Back to the Beach,PG,Lyndall Hobbs,English,United States,tt0092608,13110903.0,58.0,76.0,62.0,Frankie Avalon, Annette Funicello, Lori Loughlin,
Barfly,R,Barbet Schroeder,English,United States,tt0092618,3221568.0,71.0,76.0,70.0,Mickey Rourke, Faye Dunaway, Alice Krige,
Best Seller,R,John Flynn,English,United States,tt0092641,4278150.0,64.0,73.0,,James Woods, Brian Dennehy, Victoria Tennant,
Beverly Hills Cop II,R,Tony Scott,English,United States,tt0092644,153665036.0,65.0,46.0,48.0,Eddie Murphy, Judge Reinhold, Jürgen Prochnow,
Beverly Hills Cop,R,Martin Brest,English,United States,tt0086960,234760478.0,73.0,83.0,66.0,Eddie Murphy, Judge Reinhold, John Ashton,
The Big Easy,R,Jim McBride,English,United States,tt0092654,17685307.0,65.0,89.0,77.0,Dennis Quaid, Ellen Barkin, Ned Beatty,
Born in East L.A.,R,Cheech Marin,English,United States,tt0092690,17355263.0,60.0,40.0,57.0,Cheech Marin, Daniel Stern, Paul Rodriguez,
The Brave Little Toaster,G,Jerry Rees,English,,tt0092695,,73.0,77.0,,Jon Lovitz, Timothy Stack, Timothy E. Day,
Can't Buy Me Love,PG-13,Steve Rash,English,United States,tt0092718,31623833.0,67.0,50.0,36.0,Patrick Dempsey, Amanda Peterson, Courtney Gains,
Cherry 2000,PG-13,Steve De Jarnatt,English,United States,tt0092746,,55.0,38.0,59.0,Melanie Griffith, David Andrews, Pamela Gidley,
Cop,R,James B. Harris,English,United States,tt0092783,1984315.0,64.0,83.0,,James Woods, Lesley Ann Warren, Charles Durning,
Eddie Murphy: Raw,R,Robert Townsend,English,United States,tt0092948,50504655.0,76.0,77.0,54.0,Eddie Murphy, Tatyana Ali, Billie Allen,
Empire of the Sun,PG,Steven Spielberg,English,United States,tt0092965,22238696.0,77.0,76.0,62.0,Christian Bale, John Malkovich, Miranda Richardson,
Ernest Goes to Camp,PG,John R. Cherry III,English,United States,tt0092974,23509382.0,54.0,62.0,24.0,Jim Varney, Victoria Racimo, John Vernon,
The Evil Dead,NC-17,Sam Raimi,English,United States,tt0083907,2400000.0,74.0,95.0,71.0,Bruce Campbell, Ellen Sandweiss, Richard DeManincor,
Flowers in the Attic,PG-13,Jeffrey Bloom,English,United States,tt0093036,15151736.0,57.0,11.0,25.0,Louise Fletcher, Victoria Tennant, Kristy Swanson,
The Fourth Protocol,R,John Mackenzie,English,United Kingdom,tt0093044,12423831.0,65.0,74.0,64.0,Michael Caine, Pierce Brosnan, Ned Beatty,
Gardens of Stone,R,Francis Ford Coppola,English,United States,tt0093073,5262047.0,64.0,44.0,,James Caan, Anjelica Huston, James Earl Jones,
The Glass Menagerie,PG,Paul Newman,English,United States,tt0093093,895904.0,71.0,75.0,,Joanne Woodward, John Malkovich, Karen Allen,
Hiding Out,PG-13,Bob Giraldi,English,United States,tt0093186,7019441.0,63.0,43.0,47.0,Jon Cryer, Keith Coogan, Annabeth Gish,
Hollywood Shuffle,R,Robert Townsend,English,United States,tt0093200,5228617.0,69.0,85.0,74.0,Robert Townsend, Craigus R. Johnson, Helen Martin,
Hope and Glory,PG-13,John Boorman,English,United Kingdom,tt0093209,10021120.0,73.0,96.0,86.0,Sarah Miles, David Hayman, Sebastian Rice-Edwards,
Innerspace,PG,Joe Dante,English,United States,tt0093260,25893810.0,68.0,82.0,66.0,Dennis Quaid, Martin Short, Meg Ryan,
Ishtar,PG-13,Elaine May,English,United States,tt0093278,14375181.0,46.0,40.0,52.0,Warren Beatty, Dustin Hoffman, Isabelle Adjani,
Jaws: The Revenge,PG-13,Joseph Sargent,English,United States,tt0093300,20763013.0,30.0,0.0,15.0,Lorraine Gary, Lance Guest, Mario Van Peebles,
Leonard Part 6,PG,Paul Weiland,English,United States,tt0093405,4615255.0,21.0,7.0,,Bill Cosby, Tom Courtenay, Joe Don Baker,
Less Than Zero,R,Marek Kanievska,English,United States,tt0093407,12396383.0,64.0,50.0,48.0,Andrew McCarthy, Jami Gertz, Robert Downey Jr.,
Like Father Like Son,PG-13,Rod Daniel,English,United States,tt0093418,34377585.0,52.0,,,Dudley Moore, Kirk Cameron, Margaret Colin,
The Lost Boys,R,Joel Schumacher,English,United States,tt0093437,32315444.0,72.0,76.0,63.0,Jason Patric, Corey Haim, Dianne Wiest,
Made in Heaven,PG,Alan Rudolph,English,United States,tt0093467,4572845.0,63.0,56.0,,Timothy Hutton, Kelly McGillis, Maureen Stapleton,
Maid to Order,PG,Amy Holden Jones,English,United States,tt0093476,9868521.0,55.0,42.0,,Ally Sheedy, Beverly D'Angelo, Michael Ontkean,
Making Mr. Right,PG-13,Susan Seidelman,English,United States,tt0093477,1584970.0,55.0,53.0,,John Malkovich, Ann Magnuson, Glenne Headly,
Mannequin,PG,Michael Gottlieb,English,United States,tt0093493,42721196.0,59.0,20.0,21.0,Andrew McCarthy, Kim Cattrall, Estelle Getty,
Masters of the Universe,PG,Gary Goddard,English,United States,tt0093507,17336370.0,53.0,22.0,35.0,Dolph Lundgren, Frank Langella, Meg Foster,
The Monster Squad,PG-13,Fred Dekker,English,United States,tt0093560,3769990.0,69.0,56.0,61.0,Andre Gower, Robby Kiger, Stephen Macht,
My Demon Lover,PG-13,Charlie Loventhal,English,United States,tt0093589,3922273.0,46.0,,,Scott Valentine, Michele Little, Robert Trebor,
No Man's Land,R,Peter Werner,English,United States,tt0093638,2877571.0,61.0,50.0,52.0,Charlie Sheen, D.B. Sweeney, Lara Harris,
Head Over Heels,PG-13,Mark Waters,English,United States,tt0192111,10424470.0,54.0,10.0,27.0,Monica Potter, Freddie Prinze Jr., Shalom Harlow,
Left Behind: The Movie,PG-13,Vic Sarin,English,Canada,tt0190524,4224065.0,43.0,16.0,22.0,Kirk Cameron, Brad Johnson, Janaya Stephens,
Valentine,R,Jamie Blanks,English,Canada,tt0242998,20384136.0,48.0,11.0,18.0,Denise Richards, David Boreanaz, Marley Shelton,
In the Mood for Love,PG,Kar-Wai Wong,Cantonese,Hong Kong,tt0118694,2738980.0,81.0,91.0,86.0,Tony Chiu-Wai Leung, Maggie Cheung, Siu Ping-Lam,
The Million Dollar Hotel,R,Wim Wenders,English,Germany,tt0120753,59989.0,58.0,25.0,25.0,Jeremy Davies, Milla Jovovich, Mel Gibson,
Nico and Dani,Unrated,Cesc Gay,Catalan,Spain,tt0250478,370562.0,67.0,87.0,59.0,Fernando Ramallo, Jordi Vilches, Marieta Orozco,
Hannibal,R,Ridley Scott,English,United States,tt0212985,165092268.0,68.0,39.0,57.0,Anthony Hopkins, Julianne Moore, Gary Oldman,
Saving Silverman,PG-13,Dennis Dugan,English,United States,tt0239948,19402030.0,58.0,19.0,22.0,Jason Biggs, Steve Zahn, Jack Black,
Vatel,PG-13,Roland Joffé,English,France,tt0190861,51080.0,66.0,31.0,44.0,Gérard Depardieu, Uma Thurman, Tim Roth,
Down to Earth,PG-13,"Chris Weitz, Paul Weitz",English,Germany,tt0231775,64186502.0,54.0,20.0,32.0,Chris Rock, Regina King, Chazz Palminteri,
Recess: School's Out,G,Chuck Sheetz,English,United States,tt0265632,36706141.0,65.0,60.0,43.0,Andrew Lawrence, Rickey D'Shon Collins, Jason Davis,
Sweet November,PG-13,Pat O'Connor,English,United States,tt0230838,25288103.0,67.0,15.0,27.0,Keanu Reeves, Charlize Theron, Jason Isaacs,
Company Man,PG-13,"Peter Askin, Douglas McGrath",English,United Kingdom,tt0177650,146193.0,52.0,14.0,18.0,Douglas McGrath, Sigourney Weaver, Paul Guilfoyle,
The Price of Milk,PG-13,Harry Sinclair,English,New Zealand,tt0249893,111124.0,65.0,49.0,49.0,Danielle Cormack, Karl Urban, Willa O'Neill,
Monkeybone,PG-13,Henry Selick,English,United States,tt0166276,5411999.0,48.0,20.0,40.0,Brendan Fraser, Bridget Fonda, John Turturro,
3000 Miles to Graceland,R,Demian Lichtenstein,English,United States,tt0233142,15749959.0,59.0,14.0,21.0,Kurt Russell, Kevin Costner, Courteney Cox,
Widow of St. Pierre,R,Patrice Leconte,French,France,tt0191636,3193889.0,72.0,91.0,73.0,Juliette Binoche, Daniel Auteuil, Emir Kusturica,
The Mexican,R,Gore Verbinski,English,United States,tt0236493,66845033.0,61.0,54.0,43.0,Brad Pitt, Julia Roberts, James Gandolfini,
The Caveman's Valentine,R,Kasi Lemmons,English,United States,tt0182000,687194.0,58.0,45.0,44.0,Samuel L. Jackson, Colm Feore, Ann Magnuson,
Series 7: The Contenders,R,Daniel Minahan,English,United States,tt0251031,195065.0,65.0,71.0,55.0,Brooke Smith, Marylouise Burke, Mark Woodbury,
15 Minutes,R,John Herzfeld,English,United States,tt0179626,24403552.0,61.0,32.0,34.0,Robert De Niro, Edward Burns, Kelsey Grammer,
Get Over It,PG-13,Tommy O'Haver,English,United States,tt0192071,11576464.0,57.0,43.0,52.0,Kirsten Dunst, Ben Foster, Melissa Sagemiller,
Long Night's Journey Into Day,Not Rated,"Deborah Hoffmann, Frances Reid",English,United States,tt0236447,50715.0,75.0,94.0,85.0,Mary Burton, Pumla Gobodo-Madikizela, Mongezi Manqina,
Avalon,PG,Barry Levinson,English,United States,tt0099073,15740796.0,72.0,86.0,68.0,Aidan Quinn, Elizabeth Perkins, Leo Fuchs,
Gray's Anatomy,Not Rated,Steven Soderbergh,English,United States,tt0116447,29090.0,68.0,59.0,60.0,Spalding Gray, Mike McLaughlin, Melissa Robertson,
Of Mice and Men,Passed,Lewis Milestone,English,United States,tt0031742,,79.0,100.0,89.0,Lon Chaney Jr., Burgess Meredith, Betty Field,
Reform School Girls,R,Tom DeSimone,English,United States,tt0091836,2510433.0,53.0,25.0,17.0,Linda Carol, Wendy O. Williams, Pat Ast,
Tapeheads,R,Bill Fishman,English,United States,tt0096223,343786.0,57.0,60.0,,John Cusack, Tim Robbins, Mary Crosby,
The Bishop's Wife,Not Rated,Henry Koster,English,United States,tt0039190,,76.0,85.0,72.0,Cary Grant, Loretta Young, David Niven,
Lilies of the Field,Unrated,Ralph Nelson,English,United States,tt0057251,,75.0,92.0,61.0,Sidney Poitier, Lilia Skala, Lisa Mann,
The Greatest Story Ever Told,G,"George Stevens, David Lean, Jean Negulesco",English,United States,tt0059245,,65.0,42.0,,Max von Sydow, Dorothy McGuire, Charlton Heston,
Elmer Gantry,Approved,Richard Brooks,English,United States,tt0053793,,77.0,94.0,,Burt Lancaster, Jean Simmons, Arthur Kennedy,
Alfie,PG,Lewis Gilbert,English,United Kingdom,tt0060086,,70.0,97.0,70.0,Michael Caine, Shelley Winters, Millicent Martin,
The Fantasticks,PG,Michael Ritchie,English,United States,tt0113026,49666.0,56.0,48.0,48.0,Joel Grey, Barnard Hughes, Jean Louisa Kelly,
I Know Where I'm Going!,Not Rated,"Michael Powell, Emeric Pressburger",English,United Kingdom,tt0037800,,75.0,100.0,,Wendy Hiller, Roger Livesey, George Carney,
The Abominable Dr. Phibes,PG-13,Robert Fuest,English,United Kingdom,tt0066740,,71.0,88.0,,Vincent Price, Joseph Cotten, Hugh Griffith,
Real Life,PG,Albert Brooks,English,United States,tt0079781,364642.0,70.0,81.0,64.0,Dick Haynes, Albert Brooks, Matthew Tobin,
Battle Beyond the Stars,PG,"Jimmy T. Murakami, Roger Corman",English,United States,tt0080421,,55.0,50.0,59.0,George Peppard, Robert Vaughn, Richard Thomas,
Double Impact,R,Sheldon Lettich,French,United States,tt0101764,30102717.0,56.0,33.0,40.0,Jean-Claude Van Damme, Geoffrey Lewis, Alonna Shaw,
Fuzz,PG,Richard A. Colla,English,United States,tt0068617,566628.0,54.0,,,Burt Reynolds, Raquel Welch, Jack Weston,
Harley Davidson and the Marlboro Man,R,Simon Wincer,English,United States,tt0102005,7434726.0,61.0,25.0,36.0,Mickey Rourke, Don Johnson, Chelsea Field,
Losin' It,R,Curtis Hanson,English,Canada,tt0085868,1246141.0,49.0,18.0,51.0,Tom Cruise, Jackie Earle Haley, John Stockwell,
Mermaids,PG-13,Richard Benjamin,English,United States,tt0100140,35419397.0,67.0,71.0,56.0,Cher, Bob Hoskins, Winona Ryder,
Manhunter,R,Michael Mann,English,United States,tt0091474,8620929.0,72.0,93.0,75.0,William Petersen, Kim Greist, Joan Allen,
Reversal of Fortune,R,Barbet Schroeder,English,United States,tt0100486,15445131.0,72.0,92.0,93.0,Jeremy Irons, Glenn Close, Ron Silver,
Death on the Nile,PG,John Guillermin,English,United Kingdom,tt0077413,14560084.0,72.0,78.0,59.0,Peter Ustinov, Mia Farrow, Simon MacCorkindale,
Revenge of the Nerds,R,Jeff Kanew,English,United States,tt0088000,40874452.0,66.0,71.0,44.0,Robert Carradine, Anthony Edwards, Timothy Busfield,
Revenge of the Nerds II: Nerds in Paradise,PG-13,Joe Roth,English,United States,tt0093857,30063289.0,50.0,7.0,28.0,Robert Carradine, Curtis Armstrong, Larry B. Scott,
4 Little Girls,TV-14,Spike Lee,English,United States,tt0118540,130146.0,78.0,100.0,88.0,Maxine McNair, Walter Cronkite, Chris McNair,
