original_title,imdb_id,release_date,revenue,runtime,vote_average,original_language,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,Year,Month
Ice Age: A Mammoth Christmas,tt2100546,2011-11-24,0,26,64.0,en,Animation,Family,TV Movie,,,,,,,2011,11
Hey Bartender,tt2678448,2013-06-07,0,92,52.0,en,Documentary,,,,,,,,,2013,06
Kajaki,tt3622120,2014-11-12,0,108,65.6,en,Thriller,War,Adventure,Drama,,,,,,2014,11
סיפור גדול,tt1258123,2009-04-27,0,90,60.0,he,Comedy,Drama,,,,,,,,2009,04
Summer of Blood,tt3625352,2014-10-17,0,86,48.0,en,Horror,Comedy,,,,,,,,2014,10
The Voices,tt1567437,2014-01-19,0,101,62.42,en,Comedy,Crime,Horror,Fantasy,,,,,,2014,01
Levitated Mass,tt2992220,2013-06-20,0,88,79.0,en,History,Documentary,,,,,,,,2013,06
Nativity 2: Danger in the Manger!,tt2089750,2012-11-23,0,105,53.22,en,Comedy,Family,,,,,,,,2012,11
Rompecabezas,tt1517238,2010-06-23,0,87,69.0,es,Drama,,,,,,,,,2010,06
Donald Glover: Weirdo,tt2345525,2012-01-18,0,65,69.0,en,Comedy,,,,,,,,,2012,01
Come Back to Me,tt2551396,2014-07-25,0,90,55.949999999999996,en,Horror,,,,,,,,,2014,07
Trailer Park Boys: Live at the North Pole,tt3596200,2014-11-15,0,88,70.0,en,TV Movie,Comedy,,,,,,,,2014,11
홍길동의 후예,tt3243196,2009-11-26,0,117,53.0,ko,Action,Adventure,Crime,,,,,,,2009,11
State of Emergency,tt1705134,2011-01-01,0,90,51.67,pt,Science Fiction,Thriller,,,,,,,,2011,01
Almost Married,tt2375597,2014-03-28,0,97,47.0,en,Comedy,,,,,,,,,2014,03
Christmas in Conway,tt3072182,2013-12-01,0,97,61.0,en,Drama,Romance,TV Movie,,,,,,,2013,12
Grace,tt3068192,2014-10-28,0,87,48.26,en,Thriller,Horror,,,,,,,,2014,10
Hiver nomade,tt2215113,2012-12-20,0,90,72.0,fr,Documentary,History,,,,,,,,2012,12
天地明察,tt1834303,2012-09-15,0,141,80.0,ja,Drama,History,,,,,,,,2012,09
The Green Prince,tt2304915,2014-01-16,0,99,72.78,en,Documentary,Thriller,,,,,,,,2014,01
Castles in the Sky,tt3311900,2014-10-07,0,90,58.5,en,Drama,History,TV Movie,War,,,,,,2014,10
Cowspiracy: The Sustainability Secret,tt3302820,2014-07-01,0,90,77.15,en,Documentary,,,,,,,,,2014,07
McConkey,tt2845780,2013-09-30,0,100,70.0,en,Documentary,Adventure,,,,,,,,2013,09
Manny,tt1778931,2014-12-31,0,106,64.0,en,Documentary,Drama,,,,,,,,2014,12
Chocolate Strawberry Vanilla,tt2977672,2013-11-24,0,85,57.0,en,Horror,Comedy,Drama,,,,,,,2013,11
파수꾼,tt1836099,2011-03-03,0,117,75.75,ko,Drama,,,,,,,,,2011,03
Wanderers,tt4075578,2014-10-11,0,4,72.94,en,Science Fiction,Animation,,,,,,,,2014,10
Clouds of Sils Maria,tt2452254,2014-08-20,1851517,124,67.0,en,Drama,,,,,,,,,2014,08
Dying of the Light,tt1274586,2014-12-04,0,94,46.95,en,Thriller,Drama,,,,,,,,2014,12
All Cheerleaders Die,tt2527186,2013-10-31,0,89,52.510000000000005,en,Horror,Thriller,Comedy,,,,,,,2013,10
Cherry Tree Lane,tt1468829,2010-07-10,0,77,46.67,en,Crime,Thriller,,,,,,,,2010,07
WolfCop,tt2781516,2014-06-06,0,79,53.35,en,Horror,Comedy,,,,,,,,2014,06
It's a Wonderful Afterlife,tt1319716,2010-05-07,0,99,47.0,en,Comedy,Romance,,,,,,,,2010,05
The Borderlands,tt2781832,2013-08-24,0,89,53.97,en,Horror,,,,,,,,,2013,08
Slasher House,tt2375454,2012-04-29,0,85,56.0,en,Horror,,,,,,,,,2012,04
더 킥,tt2020110,2011-11-03,517069,94,50.0,ko,Comedy,Action,,,,,,,,2011,11
Kommandør Treholt & ninjatroppen,tt1528769,2010-08-13,0,77,47.5,en,Drama,Action,Comedy,Thriller,,,,,,2010,08
Borrowed Time,tt1659612,2013-09-13,0,88,53.0,en,Comedy,Drama,,,,,,,,2013,09
Hellbenders,tt1865393,2013-10-18,0,87,54.0,en,Horror,Comedy,Thriller,,,,,,,2013,10
忠烈楊家將,tt2072220,2013-04-03,0,102,62.830000000000005,zh,Action,Adventure,History,,,,,,,2013,04
Contre toi,tt1235853,2011-02-02,0,85,56.0,fr,Drama,,,,,,,,,2011,02
"Jonathan Rosenbaum, Present",tt2722780,2013-02-27,0,13,0.0,en,Documentary,,,,,,,,,2013,02
Float,tt1024842,2007-04-30,0,34,54.44,en,Comedy,,,,,,,,,2007,04
Home Alone: The Holiday Heist,tt2308733,2012-11-25,0,87,52.0,en,Comedy,Family,TV Movie,,,,,,,2012,11
Lobos de Arga,tt1650555,2011-10-07,0,104,57.93,es,Comedy,Horror,,,,,,,,2011,10
By the Gun,tt2543702,2014-09-28,0,105,46.0,en,Crime,Drama,Thriller,,,,,,,2014,09
ต้มยำกุ้ง 2,tt1925518,2013-10-23,3302463,104,59.029999999999994,th,Action,,,,,,,,,2013,10
Blood,tt2078552,2012-10-09,0,92,59.160000000000004,en,Drama,Thriller,Crime,,,,,,,2012,10
Exit Humanity,tt1781812,2011-10-16,0,114,52.74,en,Drama,Horror,,,,,,,,2011,10
Трудно быть богом,tt2328813,2013-02-27,1310673,177,67.42,ru,Drama,Science Fiction,,,,,,,,2013,02
Tell,tt2724236,2014-12-04,0,89,55.75,en,Drama,Action,Crime,,,,,,,2014,12
Kill the Messenger,tt1216491,2014-10-09,5218973,112,66.55,en,Crime,Drama,Mystery,Thriller,,,,,,2014,10
Dead Souls,tt2188717,2012-10-11,0,93,45.519999999999996,en,Horror,,,,,,,,,2012,10
Kekkonen Tulee!,tt2330933,2013-04-15,0,85,45.0,fi,Comedy,,,,,,,,,2013,04
Grant Morrison:  Talking with Gods,tt1570101,2010-10-26,0,80,70.0,en,Documentary,,,,,,,,,2010,10
The Universe of Keith Haring,tt1204341,2008-04-01,0,90,64.0,en,Documentary,,,,,,,,,2008,04
夢と狂気の王国,tt3204392,2013-11-16,0,118,74.97,ja,Documentary,,,,,,,,,2013,11
A Cinderella Story: Once Upon a Song,tt1814614,2011-09-05,0,88,63.58,en,Comedy,Family,Romance,,,,,,,2011,09
Bring It On: In It to Win It,tt0972785,2007-12-12,0,90,65.25,en,Comedy,,,,,,,,,2007,12
Independents,tt1232784,2007-07-21,0,77,100.0,en,Documentary,,,,,,,,,2007,07
Jarhead 2: Field of Fire,tt3699508,2014-08-14,0,103,63.96,en,War,Action,,,,,,,,2014,08
The Mule,tt2130270,2014-03-10,0,103,63.0,en,Crime,Comedy,,,,,,,,2014,03
Jingle All the Way 2,tt3486392,2014-12-02,0,93,56.0,en,Family,Comedy,,,,,,,,2014,12
The Face of Love,tt1839642,2013-10-25,350006,92,61.580000000000005,en,Drama,Romance,,,,,,,,2013,10
The Hobbit: The Battle of the Five Armies,tt2310332,2014-12-10,956019788,144,73.03,en,Action,Adventure,Fantasy,,,,,,,2014,12
Selma,tt1020072,2014-12-25,66787908,127,74.0,en,History,Drama,,,,,,,,2014,12
Unbroken,tt1809398,2014-12-25,163442937,137,74.42999999999999,en,Drama,War,,,,,,,,2014,12
Black Sea,tt2261331,2014-12-05,1171559,115,62.27,en,Adventure,Drama,Thriller,,,,,,,2014,12
The Frame,tt2567038,2014-11-21,0,127,63.17999999999999,en,Drama,Science Fiction,,,,,,,,2014,11
The Good Lie,tt2652092,2014-06-27,3396345,110,74.16,en,Drama,,,,,,,,,2014,06
एक्शन जैकसन,tt0403935,2014-12-05,0,144,45.0,hi,Action,Thriller,,,,,,,,2014,12
The Improv: 50 Years Behind the Brick Wall,tt3591608,2013-12-06,0,60,68.0,en,Comedy,Documentary,,,,,,,,2013,12
I Am Santa Claus,tt2526846,2014-11-04,0,89,62.0,en,Drama,Documentary,Comedy,,,,,,,2014,11
"The Missing Piece: Mona Lisa, Her Thief, the True Story",tt1816681,2012-10-12,0,85,72.0,en,Documentary,,,,,,,,,2012,10
Lap Dance,tt2392385,2014-12-05,0,100,42.220000000000006,en,Drama,,,,,,,,,2014,12
Good Copy Bad Copy,tt1782451,2007-01-01,0,59,73.0,en,Documentary,,,,,,,,,2007,01
Holy Flying Circus,tt1981637,2011-10-19,0,89,63.0,en,TV Movie,Comedy,Drama,,,,,,,2011,10
La Traque,tt0907305,2011-07-13,0,142,50.540000000000006,fr,Adventure,Drama,Horror,Mystery,Thriller,,,,,2011,07
Wodehouse In Exile,tt2735760,2013-03-25,0,82,75.0,en,Drama,,,,,,,,,2013,03
Zombie Reanimation,tt1462677,2009-11-30,0,86,20.0,en,Horror,,,,,,,,,2009,11
Zombie Women of Satan,tt1468757,2009-01-01,0,85,42.0,en,Horror,,,,,,,,,2009,01
Playing It Cool,tt2139555,2014-09-26,1323415,94,59.0,en,Comedy,Romance,,,,,,,,2014,09
Dogging: A Love Story,tt0924468,2009-12-26,0,108,37.0,en,Drama,Comedy,Romance,,,,,,,2009,12
Wai Nei Chung Ching,tt1611845,2010-09-02,0,92,60.0,cn,Fantasy,Thriller,Romance,,,,,,,2010,09
Don't Wake the Dead,tt0472073,2008-05-02,0,78,44.0,en,Horror,,,,,,,,,2008,05
Bag Boy,tt0906325,2007-09-14,0,94,38.0,en,Drama,Comedy,,,,,,,,2007,09
Une nuit,tt2122518,2012-01-03,0,100,62.35,fr,Crime,Drama,,,,,,,,2012,01
Closer to the Moon,tt2017486,2014-03-07,0,112,68.37,en,Comedy,Drama,,,,,,,,2014,03
Marvellous,tt3659786,2014-09-25,0,90,72.11,en,Drama,TV Movie,,,,,,,,2014,09
Free the Nipple,tt2298394,2014-12-12,0,90,47.839999999999996,en,Drama,Comedy,,,,,,,,2014,12
Bachelor Night,tt3797142,2014-08-12,0,88,42.94,en,Comedy,,,,,,,,,2014,08
Khumba,tt1487931,2013-07-18,27187375,85,60.11,en,Animation,Adventure,Family,,,,,,,2013,07
A Girl Walks Home Alone at Night,tt2326554,2014-11-21,395000,99,68.0,en,Horror,Romance,,,,,,,,2014,11
1981,tt1286159,2009-09-04,0,102,69.0,fr,Comedy,Drama,Romance,,,,,,,2009,09
1987,tt2833074,2014-11-23,0,105,71.0,fr,Comedy,Drama,,,,,,,,2014,11
Crimi Clowns: De Movie,tt2833408,2013-04-03,0,102,63.0,nl,Drama,Comedy,Crime,,,,,,,2013,04
Scooby-Doo! Abracadabra-Doo,tt1599351,2010-02-16,0,75,77.78999999999999,en,Animation,Comedy,Family,Mystery,Fantasy,,,,,2010,02
Mommy,tt3612616,2014-09-19,3494070,138,83.0,fr,Drama,,,,,,,,,2014,09
A Most Violent Year,tt2937898,2014-12-31,12007070,124,66.01,en,Crime,Drama,Thriller,,,,,,,2014,12
Wild,tt2305051,2014-01-16,52501541,115,70.14999999999999,en,Drama,,,,,,,,,2014,01
Brutal,tt1018877,2007-07-10,0,91,41.33,en,Crime,Horror,Mystery,,,,,,,2007,07
Butterfly Girl,tt2421956,2014-03-10,0,77,60.0,en,Documentary,,,,,,,,,2014,03
Mr. Jones,tt2507280,2013-05-02,0,90,46.0,en,Horror,Thriller,Drama,,,,,,,2013,05
Top Five,tt2784678,2014-12-12,25434291,102,62.0,en,Drama,Comedy,,,,,,,,2014,12
Bill Burr: I'm Sorry You Feel That Way,tt3823690,2014-12-05,0,80,76.88,en,Comedy,,,,,,,,,2014,12
The Aggression Scale,tt1816597,2012-03-10,0,85,55.56,en,Action,Thriller,,,,,,,,2012,03
And Then There Was You,tt2317090,2013-10-19,0,99,42.0,en,Drama,,,,,,,,,2013,10
Amour fou,tt3003800,2014-05-16,0,96,62.42,de,Drama,Comedy,Romance,,,,,,,2014,05
Redirected,tt2275946,2014-01-10,0,99,57.99,en,Action,Comedy,Crime,Thriller,,,,,,2014,01
Don't Blink,tt1572306,2014-09-18,0,92,48.69,en,Horror,,,,,,,,,2014,09
Big Eyes,tt1126590,2014-12-24,28883511,106,69.97,en,Drama,,,,,,,,,2014,12
Into the Woods,tt2180411,2014-12-24,212902372,125,57.55,en,Fantasy,Comedy,,,,,,,,2014,12
"Men, Women & Children",tt3179568,2014-10-17,461162,116,64.86,en,Drama,Comedy,,,,,,,,2014,10
Loins of Punjab Presents,tt1012757,2007-01-28,0,88,55.0,en,Comedy,,,,,,,,,2007,01
キラーズ,tt2409300,2014-02-01,0,137,66.47,ja,Crime,Thriller,Action,,,,,,,2014,02
The Interview,tt2788710,2014-12-25,12342632,113,61.769999999999996,en,Action,Comedy,,,,,,,,2014,12
Kingsman: The Secret Service,tt2802144,2015-01-24,414351546,129,76.36999999999999,en,Crime,Comedy,Action,Adventure,,,,,,2015,01
Holidaze,tt2622122,2014-10-22,0,88,52.65,en,Romance,Family,Drama,TV Movie,,,,,,2014,10
Het varken van Madonna,tt1664662,2011-11-09,0,100,33.0,nl,Fantasy,Romance,,,,,,,,2011,11
Bill Burr: You People Are All The Same,tt2290153,2012-08-16,0,68,76.21000000000001,en,Comedy,,,,,,,,,2012,08
Night at the Museum: Secret of the Tomb,tt2692250,2014-12-17,363204635,98,61.92,en,Adventure,Comedy,Fantasy,Family,,,,,,2014,12
Teenage,tt2196055,2013-04-20,0,80,65.0,en,Documentary,,,,,,,,,2013,04
Lunch Break,tt1343394,2008-11-21,0,83,74.0,en,Documentary,,,,,,,,,2008,11
Paradox,tt1343740,2010-01-01,0,82,44.0,en,Science Fiction,Thriller,,,,,,,,2010,01
特殊身份,tt2118775,2013-10-17,12666,98,54.379999999999995,cn,Drama,Action,Crime,,,,,,,2013,10
Summer in February,tt2184287,2013-06-13,0,101,54.75,en,Drama,Romance,,,,,,,,2013,06
Sorority Wars,tt1411249,2009-01-02,0,95,60.629999999999995,en,Comedy,Drama,Family,TV Movie,,,,,,2009,01
Fear Island,tt1109583,2009-09-08,0,95,52.779999999999994,en,Horror,Thriller,Mystery,,,,,,,2009,09
Walking on Sunshine,tt2107861,2014-06-19,0,97,63.89,en,Comedy,Romance,,,,,,,,2014,06
König von Deutschland,tt3002578,2013-09-05,0,97,58.470000000000006,de,TV Movie,Comedy,,,,,,,,2013,09
Food Stamped,tt1667079,2010-10-09,0,60,65.0,en,Documentary,,,,,,,,,2010,10
Goodbye to All That,tt2437548,2014-12-17,0,87,50.32,en,Comedy,Drama,Romance,,,,,,,2014,12
The Punisher: Dirty Laundry,tt2280378,2012-07-16,0,11,70.85,en,Drama,Action,Thriller,,,,,,,2012,07
Presidentintekijät,tt3506224,2014-03-14,0,79,55.0,fi,Documentary,,,,,,,,,2014,03
Behaving Badly,tt2314824,2014-04-14,422697,92,53.239999999999995,en,Comedy,,,,,,,,,2014,04
A Madea Christmas,tt2609758,2013-12-13,53396354,100,65.92,en,Comedy,Drama,,,,,,,,2013,12
Les Vacances du Petit Nicolas,tt3019796,2014-07-09,0,97,52.99,fr,Family,Comedy,,,,,,,,2014,07
Days and Nights,tt2359381,2014-09-26,0,92,48.239999999999995,en,Drama,Comedy,,,,,,,,2014,09
Pigs,tt1065106,2007-11-05,0,85,42.190000000000005,en,Comedy,,,,,,,,,2007,11
A Viking Saga: The Darkest Day,tt2320073,2013-06-10,0,82,39.15,en,Adventure,Action,Thriller,,,,,,,2013,06
Thérèse Desqueyroux,tt1654829,2012-05-27,0,110,58.05,fr,Drama,,,,,,,,,2012,05
L'Âge de raison,tt1594503,2010-07-28,0,89,55.0,fr,Comedy,Romance,,,,,,,,2010,07
Yonkers Joe,tt1018830,2008-04-01,8286,101,48.0,en,Drama,,,,,,,,,2008,04
Tusen ganger god natt,tt2353767,2013-09-19,0,111,68.58,no,Drama,,,,,,,,,2013,09
Madea's Big Happy Family,tt1787759,2011-04-22,53213633,106,68.39,en,Comedy,Drama,,,,,,,,2011,04
12 Dates of Christmas,tt1846442,2011-12-11,0,89,61.16,en,TV Movie,Comedy,Family,Fantasy,Romance,,,,,2011,12
Quatsch und die Nasenbärbande,tt4045488,2014-10-13,0,0,55.0,de,Family,Adventure,Comedy,,,,,,,2014,10
Teenage Dirtbag,tt1091207,2009-10-20,0,106,63.0,en,Drama,,,,,,,,,2009,10
12 Wishes of Christmas,tt2072025,2011-11-27,0,87,56.21000000000001,en,Comedy,Fantasy,TV Movie,,,,,,,2011,11
Demon Hunter,tt2106577,2012-03-20,0,85,27.0,en,Action,Horror,,,,,,,,2012,03
Todos tenemos un plan,tt1674772,2012-08-30,0,113,44.0,es,Drama,Thriller,,,,,,,,2012,08
Everyday Sunshine:  The Story of Fishbone,tt0840358,2011-10-07,0,107,75.0,en,Documentary,Music,,,,,,,,2011,10
Exit to Hell,tt1409798,2013-09-30,0,81,32.08,en,Horror,Action,Thriller,,,,,,,2013,09
Exorcismus,tt1322306,2010-12-29,0,98,56.16,en,Thriller,Horror,,,,,,,,2010,12
Eye of the Hurricane,tt1647665,2012-03-10,0,104,60.0,en,,,,,,,,,,2012,03
Falling Awake,tt1043756,2010-01-29,0,110,64.0,en,Drama,Thriller,Romance,,,,,,,2010,01
Nick Offerman: American Ham,tt3441700,2014-01-23,0,78,67.81,en,Comedy,Documentary,,,,,,,,2014,01
Myrsky,tt0968294,2008-08-01,0,95,48.75,fi,Drama,Family,,,,,,,,2008,08
Seventh Son,tt1121096,2014-12-12,114178613,102,54.85,en,Adventure,Fantasy,,,,,,,,2014,12
Глянец,tt0907119,2007-06-03,4684165,118,48.0,ru,Comedy,Drama,,,,,,,,2007,06
National Gallery,tt3720794,2014-10-08,0,180,73.33,en,Documentary,,,,,,,,,2014,10
Séptimo,tt2403961,2013-09-05,0,84,57.910000000000004,es,Drama,Thriller,,,,,,,,2013,09
Heatstroke,tt3663040,2013-12-19,0,92,50.12,en,Thriller,,,,,,,,,2013,12
The Wait,tt1675759,2014-01-31,0,96,47.0,en,Drama,,,,,,,,,2014,01
Munger Road,tt1720172,2011-09-30,0,85,45.0,en,Thriller,,,,,,,,,2011,09
Myn Bala,tt1852040,2012-04-25,0,133,73.75,ru,Action,Adventure,Drama,,,,,,,2012,04
Alyce Kills,tt1680051,2011-09-14,0,90,53.0,en,Horror,Thriller,,,,,,,,2011,09
The Haunting of Helena,tt2378191,2013-01-14,0,87,55.8,en,Horror,Thriller,,,,,,,,2013,01
Elfie Hopkins,tt1470022,2012-04-20,0,85,50.0,en,Horror,Thriller,,,,,,,,2012,04
On the Ice,tt1663660,2011-12-14,0,96,69.0,en,Thriller,Drama,,,,,,,,2011,12
Let It Snow,tt3320502,2013-11-30,0,82,64.55,en,Drama,Romance,Family,TV Movie,,,,,,2013,11
Piranhaconda,tt1886644,2012-06-16,0,90,52.31,en,Horror,Science Fiction,Comedy,,,,,,,2012,06
Corner Gas: The Movie,tt3788052,2014-12-03,0,90,63.14,en,Family,Comedy,,,,,,,,2014,12
Common,tt2937752,2014-07-06,0,90,65.0,en,Drama,Crime,,,,,,,,2014,07
Ethel,tt2076844,2012-01-20,0,97,75.0,en,Documentary,,,,,,,,,2012,01
Fanny,tt1872101,2013-07-10,0,102,69.09,fr,Drama,,,,,,,,,2013,07
Filthy Gorgeous: The Bob Guccione Story,tt2520096,2013-04-25,0,96,56.0,en,Documentary,,,,,,,,,2013,04
Alles is Familie,tt2226285,2012-11-21,0,132,63.75,nl,Comedy,Romance,,,,,,,,2012,11
L'allenatore nel pallone 2,tt1073654,2008-01-11,10743767,108,44.660000000000004,it,Comedy,,,,,,,,,2008,01
Let's Kill Ward's Wife,tt2980708,2014-12-23,0,81,55.709999999999994,en,Comedy,,,,,,,,,2014,12
Force of Execution,tt2611626,2013-12-31,0,98,48.879999999999995,en,Action,Crime,,,,,,,,2013,12
Kaksparsh,tt2400377,2012-05-04,0,147,80.0,en,Drama,,,,,,,,,2012,05
A Merry Friggin' Christmas,tt0910885,2014-11-07,0,88,52.23,en,Comedy,,,,,,,,,2014,11
Ask Me Anything,tt2505294,2014-04-19,0,100,56.65,en,Drama,,,,,,,,,2014,04
Fame High,tt2368833,2012-04-21,0,101,65.0,en,Documentary,,,,,,,,,2012,04
ท้าชน,tt1420771,2009-01-29,0,94,51.0,th,Adventure,Action,Science Fiction,,,,,,,2009,01
First Dog,tt1400335,2010-10-22,0,90,67.0,en,Family,Comedy,Drama,,,,,,,2010,10
Fishtales,tt0918628,2007-08-24,9216,94,50.0,en,Fantasy,Drama,Comedy,Romance,Family,,,,,2007,08
Hotel Noir,tt2403883,2012-10-09,0,97,59.1,en,Crime,Drama,,,,,,,,2012,10
Jauja,tt2514338,2014-11-27,0,108,66.0,es,Western,Drama,,,,,,,,2014,11
Mielensäpahoittaja,tt2480454,2014-09-05,0,103,69.26,fi,Comedy,Drama,,,,,,,,2014,09
Kesäkaverit,tt3097490,2014-08-01,0,90,46.54,fi,Comedy,,,,,,,,,2014,08
Aikuisten poika,tt2421230,2014-08-29,0,94,70.0,fi,Comedy,Drama,,,,,,,,2014,08
El bosc,tt2364649,2012-12-14,0,98,59.0,ca,Drama,Fantasy,Science Fiction,,,,,,,2012,12
Ruotsalainen hetki,tt3435570,2014-11-07,0,75,54.0,fi,Comedy,,,,,,,,,2014,11
Vadelmavenepakolainen,tt2965842,2014-08-19,0,93,51.0,sv,Comedy,,,,,,,,,2014,08
"Girl, Positive",tt0985692,2007-06-25,0,88,63.0,en,TV Movie,Drama,,,,,,,,2007,06
Beauty Day,tt1922555,2011-06-10,0,92,70.0,en,Documentary,,,,,,,,,2011,06
Everything I Can See From Here,tt2819436,2013-02-01,0,7,38.0,en,Animation,Science Fiction,,,,,,,,2013,02
蛍火の杜へ,tt2061702,2011-09-17,0,45,83.97,ja,Romance,Animation,Fantasy,,,,,,,2011,09
Annie,tt1823664,2014-12-19,133821816,119,62.27,en,Comedy,Drama,Family,,,,,,,2014,12
पीके,tt2338151,2014-12-18,120000000,153,77.1,hi,Comedy,Drama,Science Fiction,,,,,,,2014,12
Mirage Men,tt2254010,2013-06-13,0,85,58.46,en,Documentary,,,,,,,,,2013,06
Boats,tt3205728,2013-09-20,0,6,57.0,en,Comedy,,,,,,,,,2013,09
Дочь Якудзы,tt1547089,2010-09-02,0,82,49.0,ru,Comedy,,,,,,,,,2010,09
Final: The Rapture,tt2710368,2013-09-13,124561,90,40.0,en,Thriller,,,,,,,,,2013,09
Finders Keepers,tt3534842,2014-10-18,0,85,47.0,en,Mystery,Thriller,Horror,,,,,,,2014,10
Flesh Wounds,tt1461677,2011-06-09,0,80,27.5,de,Action,Thriller,Science Fiction,,,,,,,2011,06
Flying By,tt1131732,2009-01-01,0,95,58.0,en,Drama,,,,,,,,,2009,01
Foodfight!,tt0249516,2012-06-15,73706,87,18.0,en,Action,Animation,Comedy,Family,,,,,,2012,06
Forget Me Not,tt1431065,2011-05-06,0,93,54.77,en,Drama,Romance,,,,,,,,2011,05
America: Imagine the World Without Her,tt2785390,2014-07-02,14444502,103,42.99,en,Documentary,,,,,,,,,2014,07
Symphony of the Soil,tt2229397,2013-10-11,0,104,88.0,en,Documentary,Adventure,,,,,,,,2013,10
Another Me,tt1816608,2013-11-15,489884,86,53.120000000000005,en,Thriller,Mystery,Horror,Drama,,,,,,2013,11
Akmeni Manaas Kabataas,tt2961890,2014-08-21,0,88,80.0,lv,Comedy,Animation,Drama,,,,,,,2014,08
Daughters of Dolma,tt3431998,2013-11-21,0,67,0.0,en,,,,,,,,,,2013,11
天使の恋,tt1538401,2009-11-07,1090202,119,75.0,ja,Drama,Romance,,,,,,,,2009,11
Bird People,tt2368635,2014-06-04,0,128,58.35,fr,Drama,Fantasy,Romance,,,,,,,2014,06
It Felt Like Love,tt2328922,2013-01-19,0,82,54.42,en,Drama,,,,,,,,,2013,01
수상한 그녀,tt3516378,2014-01-22,0,124,72.84,ko,Family,Drama,Comedy,Music,,,,,,2014,01
ദൃശ്യം,tt3417422,2013-12-19,12000000,164,77.45,ml,Crime,Drama,Thriller,,,,,,,2013,12
Juoppohullun päiväkirja,tt2053378,2012-12-28,0,85,48.239999999999995,fi,Comedy,,,,,,,,,2012,12
Der Mondmann,tt2397521,2012-12-19,0,95,67.64999999999999,de,Family,Animation,Fantasy,,,,,,,2012,12
Foreign Exchange,tt1146283,2008-09-09,0,85,45.0,en,Comedy,,,,,,,,,2008,09
FrackNation,tt2609156,2013-01-07,0,77,57.0,en,Documentary,,,,,,,,,2013,01
Louis Cyr,tt1657513,2013-07-12,0,130,65.0,fr,Drama,History,,,,,,,,2013,07
Natural Selection,tt1621426,2011-03-13,55282,90,63.33,en,Comedy,Drama,,,,,,,,2011,03
Comet,tt2965412,2014-12-05,0,91,67.0,en,Science Fiction,Comedy,Romance,,,,,,,2014,12
Frayed,tt1125188,2007-10-17,0,111,49.400000000000006,en,Horror,Thriller,,,,,,,,2007,10
Free Ride,tt1839482,2013-10-10,0,86,53.72,en,Action,Drama,Thriller,,,,,,,2013,10
Freestyle,tt1381406,2010-05-03,0,90,43.0,en,Drama,Romance,,,,,,,,2010,05
Chasing Shakespeare,tt2065898,2014-02-03,0,112,38.33,en,Romance,Drama,,,,,,,,2014,02
From Time to Time,tt1031241,2010-09-24,0,95,62.82,en,Adventure,Fantasy,Drama,,,,,,,2010,09
Foeksia de miniheks,tt1382720,2010-10-06,0,95,52.0,nl,Fantasy,Family,,,,,,,,2010,10
Garfield Gets Real,tt1059793,2007-09-30,0,75,49.47,en,Family,Animation,Comedy,,,,,,,2007,09
Garfield's Fun Fest,tt1135929,2008-08-30,0,79,53.0,en,Comedy,Animation,Family,,,,,,,2008,08
George Lopez: America's Mexican,tt0975673,2007-02-24,0,65,77.0,en,Comedy,,,,,,,,,2007,02
"George Lopez: It's Not Me, It's You",tt2270274,2012-07-24,0,56,62.0,en,Comedy,,,,,,,,,2012,07
"George Lopez: Tall, Dark & Chicano",tt1508274,2009-08-09,0,90,56.0,en,Comedy,,,,,,,,,2009,08
Ghost Son,tt0460808,2007-04-05,0,97,48.75,en,Drama,Horror,Mystery,Thriller,,,,,,2007,04
Ghost Team One,tt2272336,2013-01-20,9195,107,53.48,en,Comedy,Horror,,,,,,,,2013,01
Ghosts of Goldfield,tt0494228,2007-03-27,0,90,30.71,en,Horror,,,,,,,,,2007,03
Il ragazzo invisibile,tt3078296,2014-12-18,5216102,100,62.55,it,Comedy,Adventure,Science Fiction,Fantasy,,,,,,2014,12
Chappie,tt1823672,2015-03-04,104399548,120,67.75999999999999,en,Crime,Action,Science Fiction,,,,,,,2015,03
Partysaurus Rex,tt2340678,2012-09-14,0,7,72.02,en,Family,Animation,Comedy,Fantasy,,,,,,2012,09
The Legend of Mor'du,tt2565938,2012-11-13,0,6,60.78,en,Animation,Family,,,,,,,,2012,11
Toy Story That Time Forgot,tt3473654,2014-12-02,0,22,70.25999999999999,en,Animation,Family,Adventure,Comedy,,,,,,2014,12
Implanted,tt2166880,2013-12-06,0,88,43.93,en,Drama,Mystery,Science Fiction,,,,,,,2013,12
Le sel de la terre,tt3674140,2014-08-29,1059804,109,81.09,fr,Documentary,,,,,,,,,2014,08
Vincent: A Life in Color,tt1337068,2008-11-14,0,96,70.0,en,Documentary,,,,,,,,,2008,11
A Master Builder,tt2276069,2013-11-11,0,130,61.0,en,Drama,,,,,,,,,2013,11
白ゆき姫殺人事件,tt3096712,2014-03-29,0,126,62.0,ja,Drama,Mystery,Thriller,,,,,,,2014,03
Gimme Shelter,tt1657510,2013-10-17,1359910,101,66.61,en,Drama,,,,,,,,,2013,10
Girls Gone Dead,tt1884318,2012-03-28,0,104,46.0,en,Horror,Comedy,,,,,,,,2012,03
Go for It!,tt1307926,2011-05-13,0,105,54.0,en,Drama,Family,,,,,,,,2011,05
Harvest,tt1302001,2011-03-05,0,103,50.0,en,Drama,,,,,,,,,2011,03
