original_title,imdb_id,revenue,runtime,vote_average,original_language,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,genre_10,Year,Month
Flying Tigers,tt0034742,0,102,62.34,en,War,Action,Drama,History,,,,,,,1942,10
The Gold Rush,tt0015864,4000000,89,80.28999999999999,en,Adventure,Comedy,Drama,,,,,,,,1925,07
Monsieur Verdoux,tt0039631,0,124,78.5,en,Comedy,Crime,,,,,,,,,1947,09
On Her Majesty's Secret Service,tt0064757,81974493,142,65.69,en,Adventure,Action,Thriller,,,,,,,,1969,12
Seven Days in May,tt0058576,0,118,72.71,en,Drama,Thriller,,,,,,,,,1964,02
The Spy Who Loved Me,tt0076752,185438673,125,67.6,en,Adventure,Action,Thriller,,,,,,,,1977,07
Sans toit ni loi,tt0089960,0,105,72.35000000000001,fr,Drama,,,,,,,,,,1985,12
Moonraker,tt0079574,210308099,126,61.41,en,Action,Adventure,Thriller,Science Fiction,,,,,,,1979,06
The Man with the Golden Gun,tt0071807,97572000,125,64.32000000000001,en,Adventure,Action,Thriller,,,,,,,,1974,12
A King in New York,tt0050598,0,104,69.49,en,Comedy,Drama,,,,,,,,,1957,09
A Woman of Paris: A Drama of Fate,tt0014624,0,78,68.97,en,Drama,Romance,,,,,,,,,1923,10
The Fighting Seabees,tt0036824,0,100,64.32000000000001,en,Drama,Action,War,,,,,,,,1944,01
Big Momma's House,tt0208003,173959438,98,58.08,en,Crime,Comedy,,,,,,,,,2000,05
The Abominable Snowman,tt0050095,0,85,62.0,en,Adventure,Horror,,,,,,,,,1957,08
American Gigolo,tt0080365,52700000,117,61.06,en,Crime,Drama,Mystery,,,,,,,,1980,02
Paura nella città dei morti viventi,tt0081318,0,93,63.06,it,Horror,,,,,,,,,,1980,08
The Endless Summer,tt0060371,0,91,73.74,en,Documentary,,,,,,,,,,1966,06
The Guns of Navarone,tt0054953,28900000,158,73.1,en,War,Action,,,,,,,,,1961,04
La Grande Bouffe,tt0070130,0,130,71.39,fr,Drama,Comedy,,,,,,,,,1973,05
Quatermass and the Pit,tt0062168,0,97,67.0,en,Science Fiction,Horror,Mystery,,,,,,,,1967,11
Puppet Master,tt0098143,0,89,58.0,en,Horror,Fantasy,Science Fiction,,,,,,,,1989,10
Puppet Master II,tt0100438,0,88,61.0,en,Horror,,,,,,,,,,1990,02
Puppet Master III: Toulon's Revenge,tt0102728,0,86,65.0,en,Horror,Fantasy,Science Fiction,,,,,,,,1991,10
Puppet Master 4,tt0107899,0,79,58.68000000000001,en,Horror,,,,,,,,,,1993,11
Puppet Master 5: The Final Chapter,tt0110916,0,82,51.78,en,Horror,Fantasy,Science Fiction,,,,,,,,1994,09
Rent-a-Cop,tt0095977,0,92,50.540000000000006,en,Comedy,Crime,Action,,,,,,,,1987,11
Romeo and Juliet,tt0063518,38901218,138,74.0,en,Drama,Romance,,,,,,,,,1968,04
Stay Tuned,tt0105466,10736401,87,61.120000000000005,en,Comedy,Fantasy,,,,,,,,,1992,08
Blazing Saddles,tt0071230,119500000,93,72.94,en,Western,Comedy,,,,,,,,,1974,02
Benji,tt0071206,0,86,61.730000000000004,en,Adventure,Family,Romance,,,,,,,,1974,10
Benji the Hunted,tt0092638,22257624,88,66.21000000000001,en,Action,Adventure,Family,,,,,,,,1987,06
For the Love of Benji,tt0076044,0,85,55.0,en,Family,,,,,,,,,,1977,06
White Christmas,tt0047673,0,120,72.0,en,Comedy,Music,Romance,,,,,,,,1954,10
Eraserhead,tt0074486,7000000,89,74.33,en,Fantasy,Horror,,,,,,,,,1977,03
Baraka,tt0103767,0,97,82.28,en,Documentary,,,,,,,,,,1992,09
The Man with the Golden Arm,tt0048347,4350000,119,71.97,en,Drama,,,,,,,,,,1955,12
The Decline of Western Civilization,tt0082252,0,100,71.0,en,Documentary,Music,,,,,,,,,1981,07
The Decline of Western Civilization Part II: The Metal Years,tt0094980,0,93,67.0,en,Documentary,Music,,,,,,,,,1988,06
Per qualche dollaro in più,tt0059578,15000000,132,80.33,it,Western,,,,,,,,,,1965,12
Magnum Force,tt0070355,39768000,124,71.3,en,Drama,Crime,Action,,,,,,,,1973,12
Blood Simple,tt0086979,3851855,97,72.98,en,Crime,Drama,Thriller,,,,,,,,1984,09
The Fabulous Baker Boys,tt0097322,18428904,114,65.93,en,Comedy,Drama,Music,Romance,,,,,,,1989,10
Prizzi's Honor,tt0089841,26657534,124,63.69,en,Romance,Comedy,Crime,Drama,,,,,,,1985,06
Flatliners,tt0099582,61489265,115,64.78,en,Drama,Science Fiction,Horror,,,,,,,,1990,08
Gandahar,tt0095525,0,83,70.63,fr,Animation,Science Fiction,Fantasy,Adventure,,,,,,,1987,12
Porky's,tt0084522,125728258,94,63.97,en,Comedy,,,,,,,,,,1981,11
Porky's II: The Next Day,tt0086129,33759266,98,56.67,en,Comedy,,,,,,,,,,1983,06
Porky's Revenge,tt0089826,20518905,92,55.0,en,Comedy,,,,,,,,,,1985,03
Private School,tt0086143,0,89,54.0,en,Comedy,Romance,,,,,,,,,1983,06
Class of Nuke 'Em High,tt0090849,0,86,55.56,en,Horror,Comedy,Science Fiction,Thriller,,,,,,,1986,12
The Toxic Avenger,tt0090190,800000,82,63.25,en,Comedy,Horror,Science Fiction,,,,,,,,1984,05
The Toxic Avenger Part II,tt0098503,0,109,54.54,en,Comedy,Horror,Science Fiction,,,,,,,,1989,02
The Toxic Avenger Part III: The Last Temptation of Toxie,tt0098502,0,102,50.55,en,Comedy,Horror,Science Fiction,,,,,,,,1989,11
Night of the Creeps,tt0091630,591366,90,67.58,en,Horror,Comedy,Science Fiction,,,,,,,,1986,08
Predator 2,tt0100403,57120318,108,62.38,en,Science Fiction,Action,Thriller,,,,,,,,1990,11
The Running Man,tt0093894,38122105,101,65.22999999999999,en,Action,Science Fiction,Thriller,,,,,,,,1987,02
Starman,tt0088172,28744356,115,68.92999999999999,en,Science Fiction,Romance,,,,,,,,,1984,12
The Brother from Another Planet,tt0087004,0,108,66.21000000000001,en,Comedy,Drama,Science Fiction,,,,,,,,1984,09
Alien Nation,tt0094631,32155047,91,60.67,en,Crime,Science Fiction,Thriller,,,,,,,,1988,10
Mad Max,tt0079501,8771757,91,66.98,en,Adventure,Action,Thriller,Science Fiction,,,,,,,1979,04
Mad Max 2,tt0082694,24600832,96,73.89999999999999,en,Adventure,Action,Thriller,Science Fiction,,,,,,,1981,12
Mad Max Beyond Thunderdome,tt0089530,36230219,107,61.95,en,Action,Adventure,Science Fiction,,,,,,,,1985,06
Bird on a Wire,tt0099141,138700000,110,61.63,en,Action,Adventure,Comedy,Romance,,,,,,,1990,05
Angel Heart,tt0092563,17186348,113,71.05000000000001,en,Horror,Mystery,,,,,,,,,1987,03
Nine 1/2 Weeks,tt0091635,6735922,117,60.940000000000005,en,Romance,Drama,,,,,,,,,1986,02
Firestarter,tt0087262,17080167,114,63.14,en,Horror,Thriller,Science Fiction,,,,,,,,1984,05
Sleepwalkers,tt0105428,30524763,91,60.27,en,Fantasy,Horror,Thriller,,,,,,,,1992,04
Action Jackson,tt0094612,20256975,96,54.76,en,Action,Comedy,,,,,,,,,1988,02
Sarafina!,tt0105316,0,117,59.19,en,Music,Drama,Family,,,,,,,,1992,09
Soapdish,tt0102951,36489888,97,62.24,en,Comedy,,,,,,,,,,1991,05
The Long Walk Home,tt0100046,0,97,74.3,en,Drama,History,,,,,,,,,1990,12
Clara's Heart,tt0094882,0,108,52.75,en,Drama,,,,,,,,,,1988,10
Burglar,tt0092710,0,103,53.14,en,Crime,Comedy,,,,,,,,,1987,03
Fatal Beauty,tt0093011,0,104,55.0,en,Action,Comedy,,,,,,,,,1987,10
Gone in Sixty Seconds,tt0187078,237202299,118,63.94,en,Action,Crime,Thriller,,,,,,,,2000,06
Love's Labour's Lost,tt0182295,299792,93,56.0,en,Comedy,Music,Romance,,,,,,,,2000,03
Sunshine,tt0145503,7918035,181,66.57,en,Drama,History,,,,,,,,,1999,09
Hamlet,tt0099726,20710451,130,66.76,en,Drama,History,,,,,,,,,1990,12
Coming Home,tt0077362,0,127,71.0,en,Drama,Romance,War,,,,,,,,1978,02
American Pop,tt0082009,6000000,96,67.0,en,Animation,Music,Drama,History,,,,,,,1981,02
Assault on Precinct 13,tt0074156,0,91,73.0,en,Thriller,Action,Crime,,,,,,,,1976,11
Near Dark,tt0093605,0,94,68.92,en,Horror,,,,,,,,,,1987,10
One False Move,tt0102592,1543112,105,65.92,en,Crime,Drama,Thriller,,,,,,,,1992,05
Shaft,tt0067741,12121618,100,65.22999999999999,en,Action,Crime,Thriller,,,,,,,,1971,06
The Conversation,tt0071360,4420000,113,75.4,en,Crime,Drama,Mystery,,,,,,,,1974,04
Cutter's Way,tt0082220,0,105,65.46000000000001,en,Drama,Mystery,Thriller,Crime,,,,,,,1981,03
The Fury,tt0077588,24000000,118,62.779999999999994,en,Horror,Science Fiction,Thriller,,,,,,,,1978,03
The Paper Chase,tt0070509,0,113,69.38,en,Drama,,,,,,,,,,1973,10
Serpico,tt0070666,29800000,130,75.43,en,Crime,History,Drama,,,,,,,,1973,12
Ace in the Hole,tt0043338,1300000,111,79.1,en,Drama,,,,,,,,,,1951,06
Lonely Are the Brave,tt0056195,0,107,74.1,en,Western,,,,,,,,,,1962,05
The Sugarland Express,tt0072226,12800000,110,65.67999999999999,en,Crime,Drama,,,,,,,,,1974,04
Trouble in Paradise,tt0023622,0,83,74.79,en,Comedy,Crime,Romance,,,,,,,,1932,10
Big Trouble in Little China,tt0090728,11000000,99,72.0,en,Action,Adventure,Comedy,Fantasy,,,,,,,1986,05
Badlands,tt0069762,0,94,75.62,en,Crime,Drama,Thriller,Romance,,,,,,,1973,10
Броненосец Потёмкин,tt0015648,45100,75,76.44999999999999,ru,Drama,History,,,,,,,,,1925,12
Boys and Girls,tt0204175,20627372,94,59.58,en,Comedy,Drama,Romance,,,,,,,,2000,06
Shaft,tt0162650,107626125,99,59.720000000000006,en,Action,Adventure,Crime,Thriller,,,,,,,2000,06
Titan A.E.,tt0120913,36754634,94,66.09,en,Animation,Action,Science Fiction,Family,Adventure,,,,,,2000,06
La lengua de las mariposas,tt0188030,7738129,96,73.0,es,Drama,,,,,,,,,,1999,09
Jesus' Son,tt0186253,1300000,107,65.0,en,Comedy,Drama,Romance,,,,,,,,1999,09
Chicken Run,tt0120630,224834564,84,67.35000000000001,en,Animation,Comedy,Family,,,,,,,,2000,06
"Me, Myself & Irene",tt0183505,149270999,116,65.73,en,Comedy,,,,,,,,,,2000,06
The Patriot,tt0187393,215294342,165,71.61,en,Drama,History,War,Action,,,,,,,2000,06
The Adventures of Rocky & Bullwinkle,tt0131704,35134820,88,40.79,en,Family,Adventure,Animation,Comedy,Fantasy,,,,,,2000,06
The Perfect Storm,tt0177971,325756637,130,64.14,en,Action,Adventure,Drama,Thriller,,,,,,,2000,06
The Golden Bowl,tt0200669,5753678,130,61.0,en,Romance,Drama,,,,,,,,,2000,05
Communion,tt0097100,1919653,103,52.53999999999999,en,Drama,Horror,Science Fiction,Thriller,,,,,,,1989,11
The Kentucky Fried Movie,tt0076257,0,83,62.31,en,Comedy,,,,,,,,,,1977,08
Bound by Honor,tt0106469,0,190,80.94,en,Crime,Action,Drama,Thriller,,,,,,,1993,02
F/X,tt0089118,20603715,109,64.50999999999999,en,Action,Thriller,,,,,,,,,1986,02
F/X2,tt0101846,0,108,63.0,en,Action,Thriller,,,,,,,,,1991,04
The Hot Spot,tt0099797,1293976,130,63.0,en,Fantasy,Romance,Drama,Crime,,,,,,,1990,10
Missing in Action,tt0087727,22812411,101,57.779999999999994,en,Action,Adventure,Thriller,War,,,,,,,1984,11
Missing in Action 2: The Beginning,tt0089604,10755447,100,58.86,en,Action,War,,,,,,,,,1985,03
Braddock: Missing in Action III,tt0094792,6193901,103,57.629999999999995,en,Action,War,,,,,,,,,1988,01
Thunderbolt and Lightfoot,tt0072288,25000000,115,67.37,en,Crime,Comedy,Action,,,,,,,,1974,05
Dreamscape,tt0087175,12145169,99,61.41,en,Adventure,Science Fiction,Horror,,,,,,,,1984,08
The Golden Voyage of Sinbad,tt0071569,11000000,105,65.99000000000001,en,Action,Adventure,Drama,Fantasy,Family,,,,,,1973,12
House Party,tt0099800,26386000,100,64.05,en,Comedy,,,,,,,,,,1990,03
House Party 2,tt0102065,0,94,53.19,en,Comedy,,,,,,,,,,1991,10
Croupier,tt0159382,7071143,94,67.0,en,Drama,Thriller,,,,,,,,,1998,06
The Kid,tt0219854,110317580,104,64.78,en,Fantasy,Comedy,Family,,,,,,,,2000,07
Scary Movie,tt0175142,278019771,88,63.19,en,Comedy,,,,,,,,,,2000,07
But I'm a Cheerleader,tt0179116,2600000,85,69.67,en,Comedy,Romance,,,,,,,,,2000,07
洗澡,tt0215369,0,92,70.0,zh,Comedy,Drama,,,,,,,,,1999,09
Blow-Up,tt0060176,0,111,74.0,en,Drama,Mystery,Thriller,,,,,,,,1966,12
The Pawnbroker,tt0059575,0,116,72.21000000000001,en,Crime,Drama,,,,,,,,,1965,04
Groove,tt0212974,0,86,62.0,en,Drama,Music,Romance,,,,,,,,2000,06
Footloose,tt0087277,80035402,107,66.56,en,Drama,Romance,,,,,,,,,1984,02
Duel in the Sun,tt0038499,20400000,144,64.58,en,Western,Romance,Drama,,,,,,,,1946,12
X-Men,tt0120903,296339527,104,69.84,en,Adventure,Action,Science Fiction,,,,,,,,2000,07
Chuck & Buck,tt0200530,0,96,60.0,en,Comedy,Drama,,,,,,,,,2000,01
The Five Senses,tt0168794,0,106,60.650000000000006,en,Comedy,Drama,Romance,,,,,,,,1999,05
The In Crowd,tt0163676,5217498,105,45.21,en,Drama,Mystery,Thriller,,,,,,,,2000,07
What Lies Beneath,tt0161081,291420351,130,64.11,en,Drama,Horror,Mystery,Thriller,,,,,,,2000,07
劇場版ポケットモンスター 幻のポケモン ルギア爆誕,tt0210234,163649270,84,66.47999999999999,ja,Adventure,Fantasy,Animation,Science Fiction,Family,,,,,,1999,07
Anatomy of a Murder,tt0052561,8000000,161,78.57000000000001,en,Crime,Drama,Mystery,Thriller,,,,,,,1959,07
Freejack,tt0104299,17129026,110,53.75,en,Science Fiction,Action,Crime,,,,,,,,1992,01
Mackenna's Gold,tt0064615,0,128,66.16,en,Adventure,Action,Western,,,,,,,,1969,03
Sinbad and the Eye of the Tiger,tt0076716,16000000,113,66.32,en,Action,Adventure,Family,Fantasy,Science Fiction,,,,,,1977,07
La ciociara,tt0054749,0,100,78.97999999999999,it,Drama,War,,,,,,,,,1960,12
What About Bob?,tt0103241,63710000,100,68.34,en,Comedy,,,,,,,,,,1991,05
White Sands,tt0105813,9011574,101,58.0,en,Thriller,,,,,,,,,,1992,04
Breaker Morant,tt0080310,0,107,72.0,en,Drama,History,War,,,,,,,,1980,06
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,tt0068555,18016290,88,66.0,en,Comedy,,,,,,,,,,1972,08
Interiors,tt0077742,10400000,93,68.48,en,Drama,,,,,,,,,,1978,08
Love and Death,tt0073312,20173742,85,76.07000000000001,en,Comedy,History,War,,,,,,,,1975,06
La historia oficial,tt0089276,0,112,75.19999999999999,es,Drama,History,,,,,,,,,1985,04
タンポポ,tt0092048,0,115,78.88,ja,Comedy,,,,,,,,,,1985,11
Nutty Professor II: The Klumps,tt0144528,123307945,106,49.900000000000006,en,Fantasy,Comedy,Romance,Science Fiction,,,,,,,2000,07
La Fille sur le pont,tt0144201,0,90,71.0,fr,Drama,Comedy,Romance,,,,,,,,1999,03
Wonderland,tt0171865,0,108,65.89,en,Drama,,,,,,,,,,1999,05
Autumn in New York,tt0174480,0,103,61.0,en,Drama,Romance,,,,,,,,,2000,08
Coyote Ugly,tt0200550,113916474,100,62.34,en,Comedy,Drama,Music,Romance,,,,,,,2000,07
Hollow Man,tt0164052,190213455,112,59.059999999999995,en,Action,Science Fiction,Thriller,,,,,,,,2000,08
Space Cowboys,tt0186566,128884132,130,63.63,en,Action,Adventure,Thriller,,,,,,,,2000,08
Psycho Beach Party,tt0206226,268117,95,58.620000000000005,en,Comedy,Horror,,,,,,,,,2000,08
Saving Grace,tt0195234,26330482,93,65.03999999999999,en,Crime,Comedy,,,,,,,,,2000,01
I tre volti della paura,tt0057603,0,92,72.17,it,Horror,,,,,,,,,,1963,08
The Brain That Wouldn't Die,tt0052646,0,82,46.0,en,Horror,Science Fiction,,,,,,,,,1962,02
Bronco Billy,tt0080472,24265583,116,63.5,en,Drama,Romance,Comedy,,,,,,,,1980,06
The Crush,tt0106627,13609396,89,65.25999999999999,en,Drama,Thriller,,,,,,,,,1993,04
Kelly's Heroes,tt0065938,5200000,144,74.0,en,Adventure,Comedy,War,,,,,,,,1970,06
Phantasm II,tt0095863,7282851,97,63.16,en,Action,Horror,Science Fiction,Thriller,,,,,,,1988,07
Phantasm III: Lord of the Dead,tt0110823,0,91,57.59,en,Horror,Science Fiction,Action,,,,,,,,1994,05
Phantasm IV: Oblivion,tt0138703,0,90,53.4,en,Horror,Science Fiction,,,,,,,,,1998,07
Pumpkinhead,tt0095925,4385516,86,63.040000000000006,en,Fantasy,Horror,,,,,,,,,1988,06
Air America,tt0099005,57700000,112,58.09,en,Action,Adventure,Comedy,Drama,,,,,,,1990,08
Sleepaway Camp,tt0086320,11000000,85,63.5,en,Horror,,,,,,,,,,1983,11
Steel Magnolias,tt0098384,95904091,119,71.94,en,Comedy,Drama,Romance,,,,,,,,1989,11
Et Dieu… créa la femme,tt0049189,33000000,95,61.31999999999999,fr,Drama,Romance,,,,,,,,,1956,11
Easy Money,tt0085470,0,95,61.5,en,Comedy,,,,,,,,,,1983,08
Ilsa: She Wolf of the SS,tt0071650,0,96,61.84,en,Thriller,Horror,War,,,,,,,,1975,10
The Spiral Staircase,tt0038975,2800000,83,70.4,en,Drama,Horror,Mystery,Thriller,,,,,,,1946,02
Margaret Cho: I'm the One That I Want,tt0251739,0,96,78.0,en,Comedy,,,,,,,,,,2000,07
The Tao of Steve,tt0234853,4,87,60.0,en,Comedy,Romance,,,,,,,,,2000,08
Une liaison pornographique,tt0204709,0,80,64.80000000000001,fr,Romance,Drama,,,,,,,,,1999,09
Bless the Child,tt0163983,0,107,52.480000000000004,en,Drama,Horror,Thriller,Crime,,,,,,,2000,08
Cecil B. Demented,tt0173716,0,87,64.1,en,Thriller,Comedy,Crime,,,,,,,,2000,05
The Eyes of Tammy Faye,tt0233687,0,79,65.0,en,Documentary,Drama,,,,,,,,,2000,01
The Replacements,tt0191397,50054511,118,66.28999999999999,en,Comedy,,,,,,,,,,2000,08
About Adam,tt0199314,802951,105,53.0,en,Comedy,Romance,,,,,,,,,2001,01
The Cell,tt0209958,104155843,107,62.519999999999996,en,Horror,Science Fiction,Thriller,,,,,,,,2000,08
ゴジラ2000 ミレニアム,tt0188640,25037390,107,69.0,ja,Action,Adventure,Science Fiction,,,,,,,,1999,12
The Original Kings of Comedy,tt0236388,38251106,115,62.61,en,Comedy,Documentary,,,,,,,,,2000,08
The Naked Gun: From the Files of Police Squad!,tt0095705,78756177,86,72.17,en,Comedy,Crime,,,,,,,,,1988,12
The Naked Gun 2½: The Smell of Fear,tt0102510,86930411,85,67.71,en,Comedy,Crime,,,,,,,,,1991,06
Our Town,tt0032881,0,90,56.74,en,Drama,Romance,,,,,,,,,1940,05
Shane,tt0046303,20000000,118,74.4,en,Drama,Western,,,,,,,,,1953,04
"Suddenly, Last Summer",tt0053318,9000000,114,73.0,en,Thriller,Drama,Mystery,,,,,,,,1959,12
Cat Ballou,tt0059017,20666667,97,63.99,en,Comedy,Romance,Western,,,,,,,,1965,06
Supergirl,tt0088206,14296438,124,54.93000000000001,en,Adventure,Fantasy,Action,Science Fiction,,,,,,,1984,07
The Art of War,tt0160009,30199105,117,57.25,en,Crime,Action,Adventure,,,,,,,,2000,08
Bring It On,tt0204946,90449929,98,62.0,en,Comedy,,,,,,,,,,2000,08
The Crew,tt0198386,0,88,55.330000000000005,en,Action,Comedy,,,,,,,,,2000,08
Skipped Parts,tt0209322,0,100,59.800000000000004,en,Comedy,Drama,Romance,,,,,,,,2000,06
Highlander: Endgame,tt0144964,15843608,87,48.36,en,Action,Fantasy,,,,,,,,,2000,09
Nurse Betty,tt0171580,0,108,59.0,en,Comedy,Crime,Thriller,,,,,,,,2000,08
Solas,tt0190798,0,101,69.88000000000001,es,Drama,,,,,,,,,,1999,03
The Watcher,tt0204626,0,96,49.88,en,Mystery,Thriller,,,,,,,,,2000,09
The Way of the Gun,tt0202677,19125401,119,63.53,en,Action,Crime,Drama,Thriller,,,,,,,2000,09
Almost Famous,tt0181875,47386287,122,74.84,en,Drama,Music,,,,,,,,,2000,09
Bait,tt0211938,0,119,57.0,en,Action,Thriller,Crime,,,,,,,,2000,09
Circus,tt0191037,14693,95,49.2,en,Crime,Drama,Thriller,,,,,,,,2000,05
Crime + Punishment in Suburbia,tt0197384,26394,100,62.0,en,Drama,,,,,,,,,,2000,08
Duets,tt0134630,0,112,58.0,en,Comedy,Drama,Music,,,,,,,,2000,09
Under Suspicion,tt0164212,1308242,110,61.150000000000006,en,Thriller,Crime,Drama,,,,,,,,2000,09
Urban Legends: Final Cut,tt0192731,38574362,98,48.17999999999999,en,Horror,Mystery,Thriller,,,,,,,,2000,09
Woman on Top,tt0206420,0,92,62.800000000000004,en,Comedy,Drama,Romance,Fantasy,,,,,,,2000,09
Dancer in the Dark,tt0168629,40031879,141,78.86999999999999,en,Drama,Crime,,,,,,,,,2000,06
Best in Show,tt0218839,0,90,69.76,en,Comedy,,,,,,,,,,2000,09
Beautiful,tt0210567,0,112,57.0,en,Comedy,Drama,,,,,,,,,2000,09
The Broken Hearts Club: A Romantic Comedy,tt0222850,1744858,96,65.22999999999999,en,Comedy,Drama,Romance,,,,,,,,2000,02
Girlfight,tt0210075,0,110,62.45,en,Drama,,,,,,,,,,2000,05
Remember the Titans,tt0210945,136706683,113,76.03,en,Drama,,,,,,,,,,2000,09
Hellraiser,tt0093177,14575193,93,69.08,en,Horror,Fantasy,,,,,,,,,1987,09
Hellbound: Hellraiser II,tt0095294,12090735,97,63.64,en,Horror,,,,,,,,,,1988,12
Hellraiser III: Hell on Earth,tt0104409,12534961,93,56.52,en,Horror,,,,,,,,,,1992,09
"In weiter Ferne, so nah!",tt0107209,810455,144,68.28999999999999,de,Drama,Fantasy,Romance,,,,,,,,1993,09
Bikini Beach,tt0057887,0,99,62.0,en,Comedy,Music,Romance,,,,,,,,1964,07
Stranger Than Paradise,tt0088184,0,89,71.92999999999999,en,Comedy,Drama,,,,,,,,,1984,10
Voyage to the Bottom of the Sea,tt0055608,7000000,105,57.94,en,Adventure,Drama,Science Fiction,,,,,,,,1961,07
Fantastic Voyage,tt0060397,12000000,100,67.45,en,Adventure,Science Fiction,,,,,,,,,1966,08
Bud Abbott and Lou Costello Meet Frankenstein,tt0040068,4812444,83,71.18,en,Comedy,Horror,,,,,,,,,1948,06
The Bank Dick,tt0032234,0,72,64.2,en,Comedy,,,,,,,,,,1940,11
Creature from the Black Lagoon,tt0046876,1300000,79,68.89,en,Adventure,Horror,Science Fiction,,,,,,,,1954,03
The Invisible Man,tt0024184,0,71,75.0,en,Horror,Science Fiction,,,,,,,,,1933,11
The Killer Shrews,tt0052969,1000000,69,42.76,en,Horror,Science Fiction,,,,,,,,,1959,06
Runaway,tt0088024,6770587,100,55.0,en,Thriller,Crime,Science Fiction,,,,,,,,1984,12
The Slumber Party Massacre,tt0084695,3600000,77,56.22,en,Horror,,,,,,,,,,1982,09
Slumber Party Massacre II,tt0093996,0,75,50.519999999999996,en,Horror,Comedy,,,,,,,,,1987,10
Slumber Party Massacre III,tt0100639,1242995,87,49.85,en,Horror,Comedy,,,,,,,,,1990,09
Sorority House Massacre,tt0091990,0,74,46.39,en,Horror,,,,,,,,,,1986,10
Sorority House Massacre II,tt0100663,0,80,55.39,en,Comedy,Horror,Thriller,,,,,,,,1990,10
Bamboozled,tt0215545,0,136,61.91,en,Comedy,Drama,,,,,,,,,2000,10
Digimon: The Movie,tt0259974,16600000,89,66.0,ja,Fantasy,Animation,Science Fiction,Family,,,,,,,2000,03
Get Carter,tt0208988,19412993,102,51.18000000000001,en,Action,Drama,Thriller,Crime,,,,,,,2000,10
Get Carter,tt0067128,0,112,70.03999999999999,en,Crime,Thriller,,,,,,,,,1971,02
Meet the Parents,tt0212338,330444045,108,66.66,en,Comedy,Romance,,,,,,,,,2000,10
Requiem for a Dream,tt0180093,7390108,102,80.34,en,Crime,Drama,,,,,,,,,2000,10
Tigerland,tt0170691,148701,101,66.13000000000001,en,Drama,War,,,,,,,,,2000,10
Two Family House,tt0202641,0,104,71.79,en,Drama,Romance,,,,,,,,,2000,01
The Contender,tt0208874,22428990,126,66.84,en,Drama,Thriller,,,,,,,,,2000,10
Dr. T & the Women,tt0205271,22844291,121,48.63,en,Comedy,Drama,Romance,,,,,,,,2000,09
The Ladies Man,tt0213790,13700000,84,53.129999999999995,en,Comedy,,,,,,,,,,2000,10
Billy Jack,tt0066832,0,114,60.88,en,Action,Adventure,Drama,,,,,,,,1971,08
Billy Jack Goes to Washington,tt0075754,0,155,64.0,en,Drama,,,,,,,,,,1977,04
The Time Machine,tt0054387,0,103,73.69,en,Thriller,Adventure,Fantasy,Science Fiction,Romance,,,,,,1960,05
Ghoulies II,tt0093091,0,90,52.0,en,Horror,Comedy,,,,,,,,,1987,07
The Unsinkable Molly Brown,tt0058708,0,128,56.0,en,Comedy,,,,,,,,,,1964,06
The Adventures of Ichabod and Mr. Toad,tt0041094,0,68,64.85000000000001,en,Horror,Fantasy,Animation,Family,,,,,,,1949,10
The Strange Love of Martha Ivers,tt0038988,3250000,115,71.24,en,Drama,Thriller,,,,,,,,,1946,08
Detour,tt0037638,0,66,72.35000000000001,en,Drama,Thriller,,,,,,,,,1945,11
Billy Elliot,tt0249462,109280263,110,75.89,en,Drama,Comedy,Music,,,,,,,,2000,09
Bedazzled,tt0230030,90383208,93,60.14,en,Fantasy,Comedy,Romance,,,,,,,,2000,10
Pay It Forward,tt0223897,55707411,122,72.93,en,Drama,,,,,,,,,,2000,10
The Private Eyes,tt0081376,0,91,64.7,en,Comedy,Crime,Thriller,Mystery,Horror,,,,,,1980,04
醉拳二,tt0111512,11555430,102,74.08,cn,Action,Comedy,,,,,,,,,1994,02
Book of Shadows: Blair Witch 2,tt0229260,47737094,90,42.26,en,Mystery,Thriller,Horror,,,,,,,,2000,10
The Little Vampire,tt0192255,27965865,95,67.99000000000001,en,Family,Adventure,Comedy,Fantasy,,,,,,,2000,10
Charlie's Angels,tt0160127,264105545,98,58.19,en,Action,Adventure,Comedy,Crime,Thriller,,,,,,2000,11
