,Area,Release Date,Opening,Gross,imdb_id,Release Group,Rollout,Markets,Domestic,International,Worldwide,Filmmakers,Role,APAC,# Releases,Lifetime Gross,Rank
0,,,,,tt1675197,,,,,,,Adam Sanderson,Director,,,,
0,,,,,tt2215457,,,,,,,Simone Bartesaghi,Director,,,,
0,Spain,"Mar 26, 2010","$160,119","$518,952",tt1386741,,,,,,,,,,,,
0,,,,,tt1355235,,,,,,,Mark Jean,Director,,,,
0,Domestic,"Sep 9, 2016","$1,402,823","$2,423,468",tt2364897,,,,,,,,,,,,
0,,,,,tt0875148,,,,,,,Michel Poulette,Director,,,,
0,,,,,tt1692227,,,,,,,Pascal Arnold,Director,,,,
0,Domestic,"Nov 7, 2014","$4,880","$19,365",tt3212392,,,,,,,,,,,,
0,Italy,"Sep 12, 2013","$107,527","$211,335",tt2952634,,,,,,,,,,,,
0,,,,,tt2836376,,,,,,,Jay Chapman,Director,,,,
0,,,,,tt4703660,,,,,,,Lance Bangs,Director,,,,
0,,,,,tt3349884,,,,,,,Jay Chapman,Director,,,,
0,,,,,tt3733678,,,,,,,Vince Marcello,Director,,,,
0,,,,,tt3547900,,,,,,,Edward Boase,Director,,,,
0,Domestic,"Aug 8, 2012","$7,628","$30,810",tt2062989,,,,,,,,,,,,
0,,,,,tt2338874,,,,,,,Robert Mullan,Director,,,,
0,Domestic,"Sep 23, 2011","$3,657","$17,282",tt0492896,,,,,,,,,,,,
0,Domestic,"Jun 26, 2015","$10,308","$281,540",tt2841572,,,,,,,,,,,,
0,,,,,tt1616543,,,,,,,Aubrey Powell,Director,,,,
0,,,,,tt0913262,,,,,,,John Alexander,Director,,,,
0,South Korea,"Dec 30, 2008","$3,861,433","$18,476,503",tt1155053,,,,,,,,,,,,
0,Domestic,"Aug 14, 2009","$726,834","$1,291,827",tt1274295,,,,,,,,,,,,
0,United Kingdom,"Jan 25, 2013","$151,298","$465,169",tt2199711,,,,,,,,,,,,
0,Domestic,"Sep 30, 2011","$9,548","$14,231",tt2073070,,,,,,,,,,,,
0,,,,,tt1836912,,,,,,,Bejoy Nambiar,Director,,,,
0,United Kingdom,"Aug 22, 2014",–,"$172,332",tt3495000,,,,,,,,,,,,
0,Domestic,"May 25, 2007","$158,227","$289,232",tt0811066,,,,,,,,,,,,
0,Domestic,"Dec 20, 2013","$3,423,508","$8,031,955",tt1833673,,,,,,,,,,,,
0,,,,,tt1317478,,,,,,,Yoshihiro Ueda,Director,,,,
0,,,,,tt1754264,,,,,,,Michael Jai White,Director,,,,
0,United Kingdom,"Aug 31, 2007","$109,651","$175,443",tt0473310,,,,,,,,,,,,
0,Domestic,"Oct 18, 2013","$12,153","$12,153",tt2181831,,,,,,,,,,,,
0,Domestic,"Jun 27, 2014","$4,564","$60,537",tt2932606,,,,,,,,,,,,
0,,,,,tt0991243,Original Release,"March 3-October 11, 2007",APAC,–,"$286,799","$286,799",,,,,,
0,Germany,"Aug 27, 2015","$110,762","$832,584",tt3302706,,,,,,,,,,,,
0,,,,,tt1469864,,,,,,,Bob Christie,Director,,,,
0,,,,,tt2193185,,,,,,,Jack Bender,Director,,,,
0,Domestic,"Jun 26, 2015","$33,507,870","$81,476,385",tt2637276,,,,,,,,,,,,
0,,,,,tt1558575,,,,,,,Mike Phillips,Director,,,,
0,,,,,tt1514425,,,,,,,Sheldon Wilson,Director,,,,
0,,,,,tt2739306,,,,,,,Kyle Thomas,Director,,,,
0,Lithuania,"Aug 15, 2014",–,"$115,650",tt2073679,,,,,,,,,,,,
0,,,,,tt4203824,,,,,,,Paresh Mokashi,Director,,,,
0,United Kingdom,"Mar 7, 2014",–,"$337,529",tt3322420,,,,,,,,,,,,
0,,,,,tt2815072,,,,,,,Alastair Orr,Director,,,,
0,Domestic,"May 12, 2017",–,"$20,169",tt1727770,,,,,,,,,,,,
0,,,,,tt2293640,Original Release,"April 9-September 24, 2015",67 markets,"$336,045,770","$823,352,627","$1,159,398,397",,,,,,
0,,,,,tt2640474,Original Release,"June 21, 2013",Venezuela,–,"$4,350,990","$4,350,990",,,,,,
0,Spain,"Sep 13, 2013","$41,828","$75,812",tt2144007,,,,,,,,,,,,
0,United Kingdom,"Apr 11, 2014",–,"$199,186",tt3531852,,,,,,,,,,,,
0,Germany,"Aug 20, 2009","$3,222,607","$12,769,048",tt1462050,,,,,,,,,,,,
0,South Korea,"Dec 24, 2014","$1,689,818","$5,406,469",tt4024104,,,,,,,,,,,,
0,Türkiye,"May 1, 2015","$18,091","$18,091",tt2463154,,,,,,,,,,,,
0,,,,,tt1730704,,,,,,,Scott Wheeler,Director,,,,
0,,,,,tt1018790,,,,,,,Vincent Foster,Director,,,,
0,,,,,tt0760169,,,,,,,Andrew Pozza,Director,,,,
0,,,,,tt0954541,,,,,,,James Ryan,Director,,,,
0,,,,,tt1586740,,,,,,,Craig Pryce,Director,,,,
0,,,,,tt1038072,,,,,,,Joel Soisson,Director,,,,
0,Domestic,"Oct 10, 2008","$2,550","$2,804",tt1129381,,,,,,,,,,,,
0,,,,,tt0382943,,,,,,,Robert Hiltzik,Director,,,,
0,,,,,tt3307774,,,,,,,Jacob Cooney,Director,,,,
0,United Arab Emirates,"Jan 21, 2010","$37,222","$95,530",tt0844029,,,,,,,,,,,,
0,,,,,tt1259998,,,,,,,Jay Oliva,Director,,,,
0,United Arab Emirates,"Jan 28, 2010","$87,187","$156,941",tt1204883,,,,,,,,,,,,
0,,,,,tt1270113,,,,,,,Richard Van Vleet,Director,,,,
0,Japan,"May 18, 2013","$1,486,523","$9,770,130",tt2493466,,,,,,,,,,,,
0,,,,,tt1291521,,,,,,,Sean Dillon,Director,,,,
0,,,,,tt1087517,,,,,,,Sean Patrick Cannon,Director,,,,
0,France,"Jul 29, 2009","$326,800","$648,827",tt1094668,,,,,,,,,,,,
0,,,,,tt0918627,,,,,,,Gregg Simon,Director,,,,
0,,,,,tt2279353,,,,,,,Vala Halldorsdottir,Director,,,,
0,Domestic,"Nov 25, 2015","$39,155,217","$123,087,120",tt1979388,,,,,,,,,,,,
0,Domestic,"Sep 18, 2015","$22,635,037","$62,575,678",tt1355683,,,,,,,,,,,,
0,,,,,tt2379713,Original Release,"October 26-December 4, 2015",66 markets,"$200,074,609","$680,600,000","$880,674,609",,,,,,
0,Domestic,"Feb 8, 2008","$27,696","$27,696",tt0804492,,,,,,,,,,,,
0,,,,,tt0849470,,,,,,,Nick Weiss,Director,,,,
0,,,,,tt0903606,,,,,,,Vincent Weller,Director,,,,
0,,,,,tt1708497,,,,,,,Akira Hirose,Director,,,,
0,,,,,tt1046245,,,,,,,Patrick Durham,Director,,,,
0,,,,,tt1350512,,,,,,,Xavier S. Puslowski,Director,,,,
0,Domestic,"Aug 28, 2015","$24,086","$376,986",tt3742378,,,,,,,,,,,,
0,,,,,tt1884369,,,,,,,Blake Freeman,Director,,,,
0,Domestic,"May 18, 2012","$5,928","$5,928",tt1670932,,,,,,,,,,,,
0,Türkiye,"Apr 13, 2012","$15,612","$70,084",tt1554092,,,,,,,,,,,,
0,Italy,"Jul 4, 2008","$198,928","$490,580",tt0900357,,,,,,,,,,,,
0,,,,,tt1865573,,,,,,,Matthew Spradlin,Director,,,,
0,,,,,tt2381962,,,,,,,David DeCoteau,Director,,,,
0,,,,,tt1671616,Original Release,"November 19, 2010",Spain,–,"$447,674","$447,674",,,,,,
0,,,,,tt1986994,,,,,,,Peter Winther,Director,,,,
0,,,,,tt2449810,,,,,,,Bryan Ortiz,Director,,,,
0,,,,,tt3557440,,,,,,,Frank Marino,Director,,,,
0,,,,,tt3393070,,,,,,,Mark Atkins,Director,,,,
0,,,,,tt3499424,,,,,,,Nick Lyon,Director,,,,
0,,,,,tt3025994,,,,,,,Victor Cook,Director,,,,
0,,,,,tt4296026,,,,,,,Jeremy M. Inman,Director,,,,
0,,,,,tt3514862,,,,,,,Joe Whiteaker,Director,,,,
0,Jordan,"Jul 16, 2015","$1,677","$1,677",tt3899796,,,,,,,,,,,,
0,,,,,tt3086386,,,,,,,Mike Elliott,Director,,,,
0,,,,,tt4215766,,,,,,,Paul McEvoy,Director,,,,
0,,,,,tt1097636,,,,,,,Joe Sichta,Director,,,,
0,,,,,tt1421378,,,,,,,Christopher Berkeley,Director,,,,
0,,,,,tt1295021,,,,,,,Joe Sichta,Director,,,,
0,,,,,tt2235542,,,,,,,Ben Jones,Director,,,,
0,,,,,tt1777608,,,,,,,Ethan Spaulding,Director,,,,
0,,,,,tt2586070,,,,,,,Michael Goguen,Director,,,,
0,,,,,tt2162709,,,,,,,David Block,Director,,,,
0,,,,,tt3043386,,,,,,,Jomac Noph,Director,,,,
0,,,,,tt2948202,,,,,,,Spike Brandt,Director,,,,
0,,,,,tt3918650,,,,,,,Troy Miller,Director,,,,
0,,,,,tt2387443,,,,,,,David Krentz,Director,,,,
0,,,,,tt1082588,,,,,,,Manny Rodriguez,Director,,,,
0,Japan,"Jul 12, 2008","$124,362","$489,807",tt1260502,,,,,,,,,,,,
0,,,,,tt3911200,,,,,,,Eric Radomski,Director,,,,
0,,,,,tt1143143,,,,,,,Michael Simon,Director,,,,
0,,,,,tt2297894,,,,,,,Jay Karas,Director,,,,
0,,,,,tt1218030,,,,,,,Troy Miller,Director,,,,
0,Domestic,"Sep 9, 2011","$1,908,420","$7,706,436",tt1999192,,,,,,,,,,,,
0,,,,,tt1474311,,,,,,,Kevin Deters,Director,,,,
0,,,,,tt1020990,,,,,,,Seth Green,Director,,,,
0,India,"Jan 29, 2010",–,"$4,122,090",tt1345777,,,,,,,,,,,,
0,Domestic,"Feb 6, 2009","$10,950","$18,613",tt1327035,,,,,,,,,,,,
0,,,,,tt2338343,,,,,,,Manny Rodriguez,Director,,,,
0,,,,,tt1438214,,,,,,,Chuck Mitsui,Director,,,,
0,Hong Kong,"Mar 19, 2015","$715,723","$6,028,090",tt4319698,,,,,,,,,,,,
0,,,,,tt4209802,,,,,,,Rob Dipple,Director,,,,
0,,,,,tt2461736,,,,,,,Manny Rodriguez,Director,,,,
0,,,,,tt2058636,,,,,,,Michael Simon,Director,,,,
0,,,,,tt1295909,,,,,,,Michael Simon,Director,,,,
0,United Kingdom,"Apr 18, 2008","$3,913","$3,913",tt0841150,,,,,,,,,,,,
0,Domestic,"Sep 19, 2014","$2,363","$3,642",tt2855026,,,,,,,,,,,,
0,,,,,tt4086116,,,,,,,John R. Walker,Director,,,,
0,Domestic,"Oct 11, 2013","$1,678","$2,544",tt1747967,,,,,,,,,,,,
0,,,,,tt0816671,,,,,,,Michael Chang,Director,,,,
0,Domestic,"Mar 16, 2012","$15,465","$40,557",tt1296373,,,,,,,,,,,,
0,,,,,tt2301900,,,,,,,Charles Band,Director,,,,
0,,,,,tt1161646,,,,,,,Silvia St. Croix,Director,,,,
0,,,,,tt1293561,,,,,,,William Butler,Director,,,,
0,,,,,tt3234078,,,,,,,Charles Band,Director,,,,
0,,,,,tt2637848,,,,,,,Amardeep Kaleka,Director,,,,
0,,,,,tt1980162,,,,,,,Tony Leondis,Director,,,,
0,,,,,tt1930482,,,,,,,Michael Canzoniero,Director,,,,
0,Domestic,"Oct 9, 2015","$521,522","$17,766,658",tt2080374,,,,,,,,,,,,
0,Domestic,"Dec 4, 2015","$69,833","$1,110,707",tt2884018,,,,,,,,,,,,
0,,,,,tt2325611,,,,,,,Séverine Cornamusaz,Director,,,,
0,,,,,tt1726637,,,,,,,Alain Tasma,Director,,,,
0,,,,,tt2628316,,,,,,,James Nunn,Director,,,,
0,France,"Jun 26, 2013","$208,273","$208,273",tt2197088,,,,,,,,,,,,
0,,,,,tt1374990,Original Release,"June 8, 2011",EMEA,–,"$1,343,411","$1,343,411",,,,,,
0,,,,,tt1653874,,,,,,,Philippe Locquet,Director,,,,
0,France,"Apr 18, 2007","$213,404","$213,404",tt0810990,,,,,,,,,,,,
0,,,,,tt3102360,,,,,,,Kristin Hanggi,Director,,,,
0,Domestic,"Jul 29, 2015","$14,681,108","$58,884,188",tt1524930,,,,,,,,,,,,
0,South Korea,"Jun 6, 2012","$3,393,012","$16,463,290",tt2544120,,,,,,,,,,,,
0,,,,,tt2428170,,,,,,,Patrick Brice,Director,,,,
0,,,,,tt1637976,,,,,,,Mark Quod,Director,,,,
0,,,,,tt3257582,,,,,,,Kunihiko Yuyama,Director,,,,
0,Japan,"Jul 18, 2009","$6,969,601","$48,687,041",tt1468843,,,,,,,,,,,,
0,Japan,"Jul 14, 2007","$6,401,318","$42,238,454",tt1226251,,,,,,,,,,,,
0,,,,,tt3106120,,,,,,,Jen Soska,Director,,,,
0,,,,,tt2905674,,,,,,,Sean Cain,Director,,,,
0,South Korea,"Jul 19, 2017","$32,172","$39,296",tt3261302,,,,,,,,,,,,
0,Peru,"Aug 20, 2015","$112,063","$179,513",tt2924442,,,,,,,,,,,,
0,,,,,tt3727824,,,,,,,Israel Luna,Director,,,,
0,Domestic,"Jun 12, 2015","$20,841","$44,235",tt2334733,,,,,,,,,,,,
0,,,,,tt1669268,,,,,,,Joycelyn Engle,Director,,,,
0,,,,,tt3816614,,,,,,,Jon Hewitt,Director,,,,
0,,,,,tt4145324,,,,,,,Jared Cohn,Director,,,,
0,,,,,tt2937254,,,,,,,Andrew Disney,Director,,,,
0,,,,,tt3130734,,,,,,,Antonia Bogdanovich,Director,,,,
0,Austria,"May 22, 2015","$11,492","$23,324",tt2967008,,,,,,,,,,,,
0,Domestic,"Jun 19, 2015","$11,227","$143,101",tt2893490,,,,,,,,,,,,
0,Domestic,"Feb 6, 2015","$38,965","$1,914,090",tt2048824,,,,,,,,,,,,
0,,,,,tt2547172,Original Release,"December 10, 2015",United Arab Emirates,–,"$65,100","$65,100",,,,,,
0,,,,,tt2828884,,,,,,,Sean McNamara,Director,,,,
0,United Arab Emirates,"Mar 31, 2016","$6,637","$9,867",tt4442130,,,,,,,,,,,,
0,,,,,tt2758904,Original Release,"December 10-April 30, 2015",EMEA,–,"$113,692","$113,692",,,,,,
0,,,,,tt3501492,,,,,,,Iain Carson,Director,,,,
0,,,,,tt2376726,,,,,,,Najaa Young,Director,,,,
0,Domestic,"Apr 3, 2015",$74,"$5,514",tt2950236,,,,,,,,,,,,
0,,,,,tt3336368,Original Release,"September 3, 2014-January 19, 2017",40 markets,–,"$28,638,603","$28,638,603",,,,,,
0,,,,,tt3033080,,,,,,,Adam Spinks,Director,,,,
0,,,,,tt3564200,,,,,,,John Asher,Director,,,,
0,,,,,tt2784134,,,,,,,Simon Hung,Director,,,,
0,,,,,tt2673388,,,,,,,Christopher Butler,Director,,,,
0,Domestic,"Feb 27, 2015","$31,718","$161,820",tt3717016,,,,,,,,,,,,
0,,,,,tt3103412,,,,,,,LazRael Lison,Director,,,,
0,,,,,tt3374816,,,,,,,Matthew Berkowitz,Director,,,,
0,,,,,tt3094236,,,,,,,Salomé Breziner,Director,,,,
0,,,,,tt3084028,,,,,,,Jarret Tarnol,Director,,,,
0,,,,,tt3503840,,,,,,,Keoni Waxman,Director,,,,
0,Domestic,"May 8, 2015",$162,"$1,242",tt1641841,,,,,,,,,,,,
0,Italy,"Aug 24, 2007","$149,956","$452,529",tt1086363,,,,,,,,,,,,
0,Italy,"Feb 8, 2008","$1,373","$4,759",tt1147760,,,,,,,,,,,,
0,,,,,tt2006719,,,,,,,Joe Hollow,Director,,,,
0,Domestic,"Oct 10, 2014","$4,239","$5,746",tt2290739,,,,,,,,,,,,
0,,,,,tt1893415,,,,,,,Andrew Gilbert,Director,,,,
0,,,,,tt3382842,,,,,,,Patrick McManus,Director,,,,
0,,,,,tt3593666,,,,,,,Maggie Kiley,Director,,,,
0,,,,,tt3133246,,,,,,,Mo Perkins,Director,,,,
0,,,,,tt2409812,,,,,,,Eric Hueber,Director,,,,
0,,,,,tt2081274,,,,,,,Adam Beamer,Director,,,,
0,Domestic,"May 31, 2013",$775,"$3,287",tt1684548,,,,,,,,,,,,
0,,,,,tt3842724,,,,,,,Ash Avildsen,Director,,,,
0,Domestic,"Jul 1, 2015","$433,000","$1,004,105",tt1322393,,,,,,,,,,,,
0,Colombia,,$22,"$37,318",tt2191612,,,,,,,,,,,,
0,Italy,"Jun 27, 2008","$2,061,872","$7,770,731",tt1213917,,,,,,,,,,,,
0,,,,,tt1698652,,,,,,,Bert Marcus,Director,,,,
0,Domestic,"Mar 6, 2009","$2,789","$13,282",tt0834541,,,,,,,,,,,,
0,Domestic,"Jun 27, 2014","$1,254","$1,519",tt2062622,,,,,,,,,,,,
0,Domestic,"Mar 30, 2012","$91,233","$256,451",tt2238839,,,,,,,,,,,,
0,,,,,tt1773792,,,,,,,Erik Peter Carlson,Director,,,,
0,Domestic,"Oct 10, 2014","$19,836","$25,480",tt3398066,,,,,,,,,,,,
0,,,,,tt1887746,,,,,,,Peter Coggan,Director,,,,
0,,,,,tt3248600,,,,,,,Terry Jastrow,Director,,,,
0,,,,,tt2375844,,,,,,,Lance Kawas,Director,,,,
0,,,,,tt1706625,,,,,,,Julius Onah,Director,,,,
0,Argentina,"Nov 10, 2016",–,"$55,085",tt4030442,,,,,,,,,,,,
0,Qatar,"May 14, 2015","$5,677","$5,677",tt1629242,,,,,,,,,,,,
0,United Arab Emirates,"Nov 5, 2015","$5,341","$7,469",tt3266948,,,,,,,,,,,,
0,Domestic,"Feb 6, 2015",$234,"$1,297",tt2123884,,,,,,,,,,,,
0,,,,,tt2122424,,,,,,,Patrick Rea,Director,,,,
0,,,,,tt3013018,,,,,,,Jimmy Weber,Director,,,,
0,,,,,tt2267454,,,,,,,Jake Hawkins,Director,,,,
0,,,,,tt3148348,,,,,,,Brian O'Malley,Director,,,,
0,United Arab Emirates,"Jan 29, 2015","$78,270","$78,270",tt2145829,,,,,,,,,,,,
0,,,,,tt2714410,,,,,,,Miles Doleac,Director,,,,
0,Peru,"Oct 29, 2015",–,"$43,288",tt4257950,,,,,,,,,,,,
0,,,,,tt2290113,Original Release,"March 7, 2013",Serbia and Montenegro,–,"$3,234","$3,234",,,,,,
0,,,,,tt2923936,,,,,,,Steven Judd,Director,,,,
0,,,,,tt3518096,,,,,,,Ben Oliver,Director,,,,
0,,,,,tt2790182,,,,,,,Ryan Piers Williams,Director,,,,
0,,,,,tt3563892,,,,,,,Ace Jordan,Director,,,,
0,,,,,tt2963344,,,,,,,Heath Jones,Director,,,,
0,Germany,"Sep 12, 2013","$1,053,341","$4,591,542",tt2517558,,,,,,,,,,,,
0,,,,,tt1813757,,,,,,,Nabwana I.G.G.,Director,,,,
0,,,,,tt3326880,,,,,,,Kamal Ahmed,Director,,,,
0,,,,,tt2384022,,,,,,,Jane Clark,Director,,,,
0,,,,,tt2577172,,,,,,,Jon Knautz,Director,,,,
0,Lebanon,"Apr 2, 2015","$10,874","$11,033",tt1321869,,,,,,,,,,,,
0,,,,,tt2563562,,,,,,,James Chankin,Director,,,,
0,,,,,tt2975590,Original Release,"March 23-April 1, 2016",64 markets,"$330,360,194","$543,274,725","$873,634,919",,,,,,
0,,,,,tt2085783,,,,,,,Umesh Vinayak Kulkarni,Director,,,,
0,,,,,tt1822266,,,,,,,Satish Rajwade,Director,,,,
0,,,,,tt2196564,,,,,,,Nikhil Mahajan,Director,,,,
0,,,,,tt1590129,,,,,,,Ravi Jadhav,Director,,,,
0,,,,,tt2355773,,,,,,,Gajendra Ahire,Director,,,,
0,,,,,tt3446426,,,,,,,Ravi Jadhav,Director,,,,
0,,,,,tt1906471,,,,,,,Kiran Yadnyopavit,Director,,,,
0,,,,,tt1633989,,,,,,,Tristan Patterson,Director,,,,
0,Domestic,"Feb 27, 2015","$5,726","$16,831",tt2991092,,,,,,,,,,,,
0,,,,,tt1018887,,,,,,,Erik Nelson,Director,,,,
0,,,,,tt2938416,,,,,,,Eddie Martin,Director,,,,
0,Domestic,"Oct 27, 2010","$4,620","$68,719",tt1534075,,,,,,,,,,,,
0,France,"Dec 3, 2014","$776,152","$2,151,438",tt3289126,,,,,,,,,,,,
0,Spain,"Mar 21, 2014","$6,756","$17,647",tt2400002,,,,,,,,,,,,
0,Greece,"Oct 11, 2012",–,"$2,906,528",tt2181959,,,,,,,,,,,,
0,,,,,tt3213622,,,,,,,Mack Lindon,Director,,,,
0,,,,,tt3746298,,,,,,,Jen Soska,Director,,,,
0,,,,,tt3220528,,,,,,,Neil Jones,Director,,,,
0,,,,,tt2242176,,,,,,,Romain Basset,Director,,,,
0,,,,,tt2559214,,,,,,,Jac Mulder,Director,,,,
0,Singapore,"Aug 21, 2014","$5,551","$9,240",tt3462696,,,,,,,,,,,,
0,Domestic,"May 29, 2015","$19,095","$191,533",tt2788556,,,,,,,,,,,,
0,,,,,tt2940280,,,,,,,Philippe Martinez,Director,,,,
0,,,,,tt1824904,,,,,,,Thomas Gomez Durham,Director,,,,
0,Ukraine,"Jun 25, 2015","$3,635","$8,645",tt2872724,,,,,,,,,,,,
0,,,,,tt3248132,,,,,,,Luca Boni,Director,,,,
0,,,,,tt3465074,,,,,,,April Mullen,Director,,,,
0,South Africa,"Jan 3, 2014","$9,483","$24,072",tt1860238,,,,,,,,,,,,
0,France,"Nov 23, 2011","$625,010","$1,142,302",tt1700467,,,,,,,,,,,,
0,Netherlands,"Dec 12, 2013","$510,625","$8,795,777",tt2542368,,,,,,,,,,,,
0,,,,,tt1716753,,,,,,,Jesse Thomas Cook,Director,,,,
0,,,,,tt2011972,,,,,,,Bill Philputt,Director,,,,
0,,,,,tt1562899,Original Release,"April 4-May 23, 2014","EMEA, Domestic","$202,348","$95,033","$297,381",,,,,,
0,,,,,tt2469760,,,,,,,Joel Soisson,Director,,,,
0,,,,,tt0858437,,,,,,,Michael Feifer,Director,,,,
0,,,,,tt0834965,,,,,,,Gary Hardwick,Director,,,,
0,,,,,tt3520010,,,,,,,Terry Ingram,Director,,,,
0,,,,,tt1672131,,,,,,,Michael Feifer,Director,,,,
0,,,,,tt3661196,,,,,,,Jason Bourque,Director,,,,
0,,,,,tt1663689,,,,,,,Jim Donovan,Director,,,,
0,,,,,tt0961088,,,,,,,Russell Mulcahy,Director,,,,
0,,,,,tt2401147,,,,,,,Vic Sarin,Director,,,,
0,,,,,tt3058618,,,,,,,Michael Feifer,Director,,,,
0,,,,,tt3455826,,,,,,,Michael Feifer,Director,,,,
0,,,,,tt2953240,,,,,,,Vic Sarin,Director,,,,
0,,,,,tt3103284,,,,,,,Vic Sarin,Director,,,,
0,,,,,tt2636814,,,,,,,Curtis Crawford,Director,,,,
0,,,,,tt1276106,,,,,,,Anthony Lefresne,Director,,,,
0,,,,,tt2368537,,,,,,,Curtis Crawford,Director,,,,
0,,,,,tt4340888,,,,,,,Vanessa Parise,Director,,,,
0,,,,,tt2739524,,,,,,,Doug Campbell,Director,,,,
0,,,,,tt1063336,,,,,,,Douglas Jackson,Director,,,,
0,,,,,tt1082863,,,,,,,Terry Ingram,Director,,,,
0,,,,,tt1145852,,,,,,,Neill Fearnley,Director,,,,
0,,,,,tt1132288,,,,,,,Peter Markle,Director,,,,
0,,,,,tt2290828,Original Release,"July 28-April 18, 2013",APAC,–,"$17,635,872","$17,635,872",,,,,,
0,,,,,tt1480649,,,,,,,Doug Campbell,Director,,,,
0,,,,,tt1724982,,,,,,,Michelle Mower,Director,,,,
0,,,,,tt1969149,,,,,,,Bobby Roth,Director,,,,
0,,,,,tt1869315,,,,,,,Jared Cohn,Director,,,,
0,,,,,tt0814365,,,,,,,Ti West,Director,,,,
0,,,,,tt0496306,,,,,,,Kristopher Hardy,Director,,,,
0,United Arab Emirates,"Dec 27, 2012","$142,849","$252,871",tt2095605,,,,,,,,,,,,
0,,,,,tt1056101,,,,,,,Anthony Page,Director,,,,
0,United Kingdom,"Jul 30, 2010","$85,967","$85,967",tt1395054,,,,,,,,,,,,
0,Hong Kong,"Mar 25, 2010","$130,651","$824,659",tt1602479,,,,,,,,,,,,
0,,,,,tt2630096,,,,,,,Emily Hagins,Director,,,,
0,Australia,"Jul 19, 2007","$83,413","$572,171",tt0452644,,,,,,,,,,,,
0,,,,,tt1754830,,,,,,,Sam Hancock,Director,,,,
0,,,,,tt1238293,,,,,,,Seth Packard,Director,,,,
0,,,,,tt2298304,,,,,,,Sean Hartofilis,Director,,,,
0,,,,,tt1303235,,,,,,,Vince Sweeney,Director,,,,
0,,,,,tt2391950,,,,,,,Michael Levine,Director,,,,
0,Domestic,"Jul 18, 2014",$531,"$10,850",tt2176228,,,,,,,,,,,,
0,Domestic,"May 6, 2011","$2,109","$4,157",tt1508290,,,,,,,,,,,,
0,,,,,tt1406160,Original Release,"June 10, 2009",France,–,"$536,392","$536,392",,,,,,
0,,,,,tt2120844,,,,,,,Kris Boustedt,Director,,,,
0,,,,,tt2184398,,,,,,,Christopher Lowell,Director,,,,
0,,,,,tt1842371,,,,,,,Gil Bellows,Director,,,,
0,Domestic,"Aug 18, 2013","$5,418","$14,360",tt2289920,,,,,,,,,,,,
0,United Kingdom,"Jun 26, 2009",$307,$307,tt1083450,,,,,,,,,,,,
0,,,,,tt1579242,,,,,,,Kenton Bartlett,Director,,,,
0,,,,,tt0493425,,,,,,,Dan Chinander,Director,,,,
0,South Korea,"Oct 28, 2009","$351,347","$818,676",tt1515205,,,,,,,,,,,,
0,,,,,tt1726796,,,,,,,Robert Carter,Director,,,,
0,,,,,tt1486186,,,,,,,Malcolm Mowbray,Director,,,,
0,Domestic,"Oct 24, 2014",$141,"$1,529",tt2385195,,,,,,,,,,,,
0,,,,,tt1288367,,,,,,,Alex Lvovsky,Director,,,,
0,South Africa,"Feb 19, 2010","$35,928","$99,635",tt1618421,,,,,,,,,,,,
0,,,,,tt2070883,,,,,,,Rohit Colin Rao,Director,,,,
0,,,,,tt1090680,Original Release,"September 3-April 17, 2009",EMEA,–,"$550,457","$550,457",,,,,,
0,,,,,tt1907743,,,,,,,Seth Fisher,Director,,,,
0,,,,,tt0382579,,,,,,,Jeff Orgill,Director,,,,
0,,,,,tt0871438,,,,,,,Sarab Neelam,Director,,,,
0,Domestic,"May 23, 2014","$7,000","$17,282",tt2405372,,,,,,,,,,,,
0,,,,,tt0819735,,,,,,,Jacob Medjuck,Director,,,,
0,,,,,tt1795050,,,,,,,Andy De Emmony,Director,,,,
0,,,,,tt2256867,,,,,,,Bruce Pittman,Director,,,,
0,,,,,tt1507351,,,,,,,Blake Calhoun,Director,,,,
0,,,,,tt1090645,,,,,,,Dylan Reynolds,Director,,,,
0,,,,,tt2328696,,,,,,,Russell Friedenberg,Director,,,,
0,Norway,"Mar 22, 2013","$35,272","$207,023",tt2664080,,,,,,,,,,,,
0,France,"Nov 21, 2007","$57,397","$119,188",tt0877621,,,,,,,,,,,,
0,South Korea,"Mar 19, 2009","$1,059,759","$3,441,159",tt1562437,,,,,,,,,,,,
0,,,,,tt1727360,,,,,,,Rob Margolies,Director,,,,
0,,,,,tt2027091,,,,,,,Marni Zelnick,Director,,,,
0,,,,,tt1280725,Original Release,"September 27, 2013",Domestic,"$19,908",–,"$19,908",,,,,,
0,,,,,tt4135218,,,,,,,Ben Chanan,Director,,,,
0,,,,,tt2448028,,,,,,,Banker White,Director,,,,
0,,,,,tt2359814,,,,,,,Mark Devries,Director,,,,
0,,,,,tt1258154,,,,,,,Chris Dowling,Director,,,,
0,Domestic,"May 29, 2015","$16,862","$80,734",tt3687186,,,,,,,,,,,,
0,,,,,tt3341582,,,,,,,Avinash Arun,Director,,,,
0,,,,,tt1337040,,,,,,,Timothy Bond,Director,,,,
0,Ukraine,"Mar 3, 2009","$920,571","$2,276,763",tt1366687,,,,,,,,,,,,
0,,,,,tt2357144,,,,,,,Randall Batinkoff,Director,,,,
0,Domestic,"May 1, 2015",–,"$3,401",tt1837574,,,,,,,,,,,,
0,South Korea,"Nov 22, 2012","$2,795,543","$6,181,134",tt2468826,,,,,,,,,,,,
